smiles,canonical_smiles,inchi_key,pka,task,source,temperature,method,split,notes
[Br]CC(OC1(=CC=CC=C1))(O)C2(=CC=CC=C2),[Br]CC(OC1(=CC=CC=C1))(O)C2(=CC=CC=C2),XVZSYZIVAUKZPY-UHFFFAOYSA-N,11.18,acidic,RES200_Opt1_acidic,25.0,,train,
S=C(NC1(=CC=CC=C1))C2(=CC=C(N(C)C)C=C2),S=C(NC1(=CC=CC=C1))C2(=CC=C(N(C)C)C=C2),YHLDLUMVWQSJHW-UHFFFAOYSA-N,11.18,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
N#CCC#N,N#CCC#N,CUONGYYJJVDODC-UHFFFAOYSA-N,11.19,acidic,RES200_Opt1_acidic,25.0,mean from 2,train,
O=C2(C(C(O)CC1(CC(=O)NC(C1)=O))CC(C)CC2C),O=C2(C(C(O)CC1(CC(=O)NC(C1)=O))CC(C)CC2C),QSLGPYVKRPLQAB-UHFFFAOYSA-N,11.2,acidic,RES200_Opt1_acidic,,potentiometric,train,
O=C1(NC(=O)CC(C1)CC(O)CC(=O)C(C=C(C=C)C)C),O=C1(NC(=O)CC(C1)CC(O)CC(=O)C(C=C(C=C)C)C),XBQQCLMBIMCLTJ-UHFFFAOYSA-N,11.2,acidic,RES200_Opt1_acidic,,,train,
N3(=CC(C1(=NC=2(C=CC=CC=2(N1))))=CC=C3),N3(=CC(C1(=NC=2(C=CC=CC=2(N1))))=CC=C3),BOUOQESVDURNSB-UHFFFAOYSA-N,11.21,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
N2(=C(NCCCC)C1(=C(NN=C1)N=C2)),N2(=C(NCCCC)C1(=C(NN=C1)N=C2)),JWEGHNQHVNZGHA-UHFFFAOYSA-N,11.21,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
O=C1(NC(=O)CC(N1)C2(=CC=CC=C2)),O=C1(NC(=O)CC(N1)C2(=CC=CC=C2)),GTYVCYXIFVPPIP-UHFFFAOYSA-N,11.22,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
OC1(=C(C=C(C)C=C1)CN(C)C),OC1(=C(C=C(C)C=C1)CN(C)C),HYVZRUQCAHFECM-UHFFFAOYSA-N,11.22,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
[Br]CC(OC1(=CC=C(C)C=C1))(O)C2(=CC=CC=C2),[Br]CC(OC1(=CC=C(C)C=C1))(O)C2(=CC=CC=C2),NAIJPRDWYPYCAX-UHFFFAOYSA-N,11.23,acidic,RES200_Opt1_acidic,25.0,,train,
O=C1(C(=O)CCCC1C),O=C1(C(=O)CCCC1C),JVQYXBKQKZPLBC-UHFFFAOYSA-N,11.23,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
S=C1(N(C(=O)C2(N1)(CCCCC2))C),S=C1(N(C(=O)C2(N1)(CCCCC2))C),GRRSNSGOJQBQQN-UHFFFAOYSA-N,11.23,acidic,RES200_Opt1_acidic,18.0,spectrophotometric,train,
O=C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C[N+]=5(C=4(C(=C3(C(C=CC=C3)=CC=4))C=CC=5)),O=C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C[N+]=5(C=4(C(=C3(C(C=CC=C3)=CC=4))C=CC=5)),KCUCOOACGYKNIR-UHFFFAOYSA-O,11.25,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=C2(N(C=1(N=CNC=1CN2C))C),O=C2(N(C=1(N=CNC=1CN2C))C),QUMPIYYUTFNDGJ-UHFFFAOYSA-N,11.25,acidic,RES200_Opt1_acidic,25.0,,train,
S=CNC1(=CC=C(F)C=C1),S=CNC1(=CC=C(F)C=C1),JZKZBMVYQUYYET-UHFFFAOYSA-N,11.25,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O(C1(=C(C(OC)=CC=C1)C2(=NC=3(N=CC=CC=3(N2)))))C,O(C1(=C(C(OC)=CC=C1)C2(=NC=3(N=CC=CC=3(N2)))))C,HHVNFBCKFHEQLH-UHFFFAOYSA-N,11.26,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
S=C(NC1(=CC=CC=C1))C2(=CC=C(OC)C=C2),S=C(NC1(=CC=CC=C1))C2(=CC=C(OC)C=C2),RKWKBJCBFSUJDX-UHFFFAOYSA-N,11.27,acidic,RES200_Opt1_acidic,20.0,mean from 2,train,
N2(=C(NC)C1(=C(NN=C1)N=C2C)),N2(=C(NC)C1(=C(NN=C1)N=C2C)),KUQUGMDJBPPLQJ-UHFFFAOYSA-N,11.27,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
OC=1(N(N=C(C=1C)C)C2(=CC=CC=C2)),OC=1(N(N=C(C=1C)C)C2(=CC=CC=C2)),WWGWMNUTPYAALX-UHFFFAOYSA-N,11.3,acidic,RES200_Opt1_acidic,,potentiometric,train,
ON=C(C1(=CC=CC=C1))C2(=CC=CC=C2),ON=C(C1(=CC=CC=C1))C2(=CC=CC=C2),HFIJNEVWEHTIIL-UHFFFAOYSA-N,11.3,acidic,RES200_Opt1_acidic,25.0,,train,
FCC(=O)NN,FCC(=O)NN,HYXCKBUBQWDMFP-UHFFFAOYSA-N,11.3,acidic,RES200_Opt1_acidic,25.0,,train,
S=C2(NC(=O)C(C1(C=CCCC1))C([N-]2)=O),S=C2(NC(=O)C(C1(C=CCCC1))C([N-]2)=O),KOUSLPSCTHKOII-UHFFFAOYSA-N,11.31,acidic,RES200_Opt1_acidic,28.0,spectrophotometric,train,
O=C(C(C(=O)C)CC)C,O=C(C(C(=O)C)CC)C,OVNCXKPXUWATNV-UHFFFAOYSA-N,11.33,acidic,RES200_Opt1_acidic,20.0,,train,
ClC1(=C([N+](=O)[O-])C=C2(CC(=O)CCC2(=C1))),ClC1(=C([N+](=O)[O-])C=C2(CC(=O)CCC2(=C1))),UROUIFHIHBRQOT-UHFFFAOYSA-N,11.34,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
ON=C(N)C(=NO)N,ON=C(N)C(=NO)N,ZWXULJYESWUJAD-UHFFFAOYSA-N,11.34,acidic,RES200_Opt1_acidic,20.0,mean from 2,train,
ON=CC1(=CC=C(N(C)C)C=C1),ON=CC1(=CC=C(N(C)C)C=C1),WZXHVSBKNZINNX-UHFFFAOYSA-N,11.34,acidic,RES200_Opt1_acidic,22.0,mean from 2,train,
O=C(C1(=CC=CC=C1))C[N+]=4(C=3(C(=C2(C(C=CC=C2)=CC=3))C=CC=4)),O=C(C1(=CC=CC=C1))C[N+]=4(C=3(C(=C2(C(C=CC=C2)=CC=3))C=CC=4)),MMDSJJHXUHXKMX-UHFFFAOYSA-O,11.35,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O(C(=NO)C)CC,O(C(=NO)C)CC,KXJPYFLIHREBKR-UHFFFAOYSA-N,11.37,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
OC=1(NN=C(C=1C2(=CC=CC=C2))C),OC=1(NN=C(C=1C2(=CC=CC=C2))C),FTUPSXHUCWFVNH-UHFFFAOYSA-N,11.4,acidic,RES200_Opt1_acidic,,potentiometric,train,
S(=O)(=O)(NC(C(=O)[O-])CC(=O)N)C1(=CC=C(C)C=C1),S(=O)(=O)(NC(C(=O)[O-])CC(=O)N)C1(=CC=C(C)C=C1),DFESLMBTCUIJFG-UHFFFAOYSA-N,11.4,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
OC=1(N(N=C2(C=1CCCC2))C3(=CC=CC=C3)),OC=1(N(N=C2(C=1CCCC2))C3(=CC=CC=C3)),BEORIYFJWKHSQW-UHFFFAOYSA-N,11.4,acidic,RES200_Opt1_acidic,,potentiometric,train,
OC=1(N(N=C(C=1CCC)C)C2(=CC=CC=C2)),OC=1(N(N=C(C=1CCC)C)C2(=CC=CC=C2)),UQMQABSDNUTMKV-UHFFFAOYSA-N,11.4,acidic,RES200_Opt1_acidic,,potentiometric,train,
OC1(=C(C=CC=C1)CN(C(C)C)C(C)C),OC1(=C(C=CC=C1)CN(C(C)C)C(C)C),SCHYRKWCWJLCIY-UHFFFAOYSA-N,11.4,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O=C1(N(CC(N1)=O)C),O=C1(N(CC(N1)=O)C),RHYBFKMFHLPQPH-UHFFFAOYSA-N,11.4,acidic,RES200_Opt1_acidic,25.0,,train,
S(C1(=NC(NC)=C2(C=NNC2(=N1))))C,S(C1(=NC(NC)=C2(C=NNC2(=N1))))C,TYXJRBVEHKTNBE-UHFFFAOYSA-N,11.4,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
S(=O)(=O)(NCC(=O)[O-])C1(=CC=CC=C1),S(=O)(=O)(NCC(=O)[O-])C1(=CC=CC=C1),JFAGLQHNIDYMSY-UHFFFAOYSA-N,11.4,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
OC=1(NN=C(C=1)C2(=CC=CC=C2)),OC=1(NN=C(C=1)C2(=CC=CC=C2)),YLHCQNBWOZXHIR-UHFFFAOYSA-N,11.4,acidic,RES200_Opt1_acidic,,potentiometric,train,
S=C1(N=C([O-])C(C(CCC)C)C(N1)=O),S=C1(N=C([O-])C(C(CCC)C)C(N1)=O),LPLXQFNRPIWUOF-UHFFFAOYSA-N,11.41,acidic,RES200_Opt1_acidic,28.0,spectrophotometric,train,
O=C([O-])C(=NO)C,O=C([O-])C(=NO)C,NODMSFUNHCUVST-UHFFFAOYSA-N,11.43,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=[N+]([O-])C1(=C(C=CC(=C1)C#N)CC#N),O=[N+]([O-])C1(=C(C=CC(=C1)C#N)CC#N),GWIYLPBYSAIFTC-UHFFFAOYSA-N,11.43,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
ClC2(=CC=1(N=C(CO)NC=1C=C2)),ClC2(=CC=1(N=C(CO)NC=1C=C2)),NIWRFQPRPJVQLO-UHFFFAOYSA-N,11.46,acidic,RES200_Opt1_acidic,30.0,potentiometric,train,
O=C(C1(=CC=CC=C1))C([N+]2(=CC=CC=C2))C,O=C(C1(=CC=CC=C1))C([N+]2(=CC=CC=C2))C,NPOMQUBHPGVITN-UHFFFAOYSA-O,11.465,acidic,RES200_Opt1_acidic,,spectrophotometric,train,
OC1(=C(C=C(C(C)(C)C)C=C1)CN(C)C),OC1(=C(C=C(C(C)(C)C)C=C1)CN(C)C),AOLMGCHTFOOEDQ-UHFFFAOYSA-N,11.48,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
OC1(=C(C=C(CC(C)(C)C)C=C1)CN(C)C),OC1(=C(C=C(CC(C)(C)C)C=C1)CN(C)C),CNSDPOVELBFSRJ-UHFFFAOYSA-N,11.48,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
O(C1(=CC(=C(O)C=C1)CN(C)C))CC2(=CC=CC=C2),O(C1(=CC(=C(O)C=C1)CN(C)C))CC2(=CC=CC=C2),QWBCDUPBBLAFNL-UHFFFAOYSA-N,11.48,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
ClC1(=CC=C(CC(C#N)C#N)C=C1),ClC1(=CC=C(CC(C#N)C#N)C=C1),KZVZSAZGEKLWOJ-UHFFFAOYSA-N,11.49,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
OC=1(N(N=C(C=1CC)C)C2(=CC=CC=C2)),OC=1(N(N=C(C=1CC)C)C2(=CC=CC=C2)),UUOKEWKXBQCYAM-UHFFFAOYSA-N,11.5,acidic,RES200_Opt1_acidic,,potentiometric,train,
S=C(NC1(=CC=CC=C1))C2(=CC=C(C)C=C2),S=C(NC1(=CC=CC=C1))C2(=CC=C(C)C=C2),GODKPDAXQDHPDO-UHFFFAOYSA-N,11.5,acidic,RES200_Opt1_acidic,,spectrophotometric,train,
O=C([O-])C(=CC1(=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C))C,O=C([O-])C(=CC1(=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C))C,KDOKMHHKUDUTNJ-UHFFFAOYSA-N,11.5,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
O=C(NN)C1(=CN=CC=C1),O=C(NN)C1(=CN=CC=C1),KFUSANSHCADHNJ-UHFFFAOYSA-N,11.5,acidic,RES200_Opt1_acidic,23.0,mean from 3,train,
OCC1(=NC=2(C=C(C)C=CC=2(N1))),OCC1(=NC=2(C=C(C)C=CC=2(N1))),GUVUEQHXSSOYNR-UHFFFAOYSA-N,11.5,acidic,RES200_Opt1_acidic,30.0,potentiometric,train,
O=C(OC)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))),O=C(OC)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))),GNEAXQJCVVJSTD-UHFFFAOYSA-N,11.52,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
O=C2(NC=1(N=CNC=1CN2)),O=C2(NC=1(N=CNC=1CN2)),QWMARNOUPBIKPI-UHFFFAOYSA-N,11.52,acidic,RES200_Opt1_acidic,25.0,,train,
S=C(OC(C)C)NCC,S=C(OC(C)C)NCC,KIACEOHPIRTHMI-UHFFFAOYSA-N,11.52,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
S=CNC1(=CC(=CC=C1)C),S=CNC1(=CC(=CC=C1)C),GXIROKNWRUCNEI-UHFFFAOYSA-N,11.55,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=C(C1(=C(O)C=C(C)C(=C1)C))C,O=C(C1(=C(O)C=C(C)C(=C1)C))C,UZCQVKBAUWCFOP-UHFFFAOYSA-N,11.56,acidic,RES200_Opt1_acidic,23.0,mean from 4,train,
S=C(OC(C)C)NC,S=C(OC(C)C)NC,RTXYXJGGTDHOGH-UHFFFAOYSA-N,11.56,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
OC=1(N(N=C(C=1C(C)C)C)C2(=CC=CC=C2)),OC=1(N(N=C(C=1C(C)C)C)C2(=CC=CC=C2)),PMJQVEIOAGCWFB-UHFFFAOYSA-N,11.6,acidic,RES200_Opt1_acidic,,potentiometric,train,
OC=1(N(N=C(C=1C2(CCCCC2))C)C3(=CC=CC=C3)),OC=1(N(N=C(C=1C2(CCCCC2))C)C3(=CC=CC=C3)),ZLFSAIFBHDXMFU-UHFFFAOYSA-N,11.6,acidic,RES200_Opt1_acidic,,potentiometric,train,
[S-]C1(=NC(=NC2(=C1NC=N2))N),[S-]C1(=NC(=NC2(=C1NC=N2))N),WYWHKKSPHMUBEB-UHFFFAOYSA-N,11.6,acidic,RES200_Opt1_acidic,23.0,potentiometric,train,
OC1(=C([O-])N=CN=C1),OC1(=C([O-])N=CN=C1),URCOLWAKIPNTEM-UHFFFAOYSA-N,11.61,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
OC1(=NC2(=CC3(=CC=CC=C3(C=C2(N1))))),OC1(=NC2(=CC3(=CC=CC=C3(C=C2(N1))))),HUOPXZLFTBYAML-UHFFFAOYSA-N,11.62,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
S=CNC1(=CC=C(C)C=C1),S=CNC1(=CC=C(C)C=C1),BVECLOAHVRFOBB-UHFFFAOYSA-N,11.64,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=[N+]([O-])C2(=CC=C(C(=O)C1(=NNC=C1))C=C2),O=[N+]([O-])C2(=CC=C(C(=O)C1(=NNC=C1))C=C2),FUTIRHNRVMBLKZ-UHFFFAOYSA-N,11.68,acidic,RES200_Opt1_acidic,,spectrophotometric,train,
O=C(C1(=CC=C(C)C=C1))C[N+]=4(C=3(C(=C2(C(C=CC=C2)=CC=3))C=CC=4)),O=C(C1(=CC=C(C)C=C1))C[N+]=4(C=3(C(=C2(C(C=CC=C2)=CC=3))C=CC=4)),AVUYFSSOHROBSL-UHFFFAOYSA-O,11.7,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O(C1(=C(C=CN=C1)C(O)O))C,O(C1(=C(C=CN=C1)C(O)O))C,YNLUFZTUGJPEDP-UHFFFAOYSA-N,11.7,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
S=CNC1(=CC=C(OC)C=C1),S=CNC1(=CC=C(OC)C=C1),FDSQYPXUYHFZHK-UHFFFAOYSA-N,11.74,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
N=1(N=CN(C=1)N),N=1(N=CN(C=1)N),FMCUPJKTGNBGEC-UHFFFAOYSA-N,11.75,acidic,RES200_Opt1_acidic,25.0,,train,
O=[N+]([O-])C2(=CC1(=C(CCC(C1)=O)C=C2)),O=[N+]([O-])C2(=CC1(=C(CCC(C1)=O)C=C2)),HWTINUJHJZQIKX-UHFFFAOYSA-N,11.76,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
S=CNC1(=CC(N(C)C)=CC=C1),S=CNC1(=CC(N(C)C)=CC=C1),VFCWYEQJVBQKPD-UHFFFAOYSA-N,11.78,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
S(=O)(=O)(NC(C(=O)[O-])CCC(=O)N)C1(=CC=C(C)C=C1),S(=O)(=O)(NC(C(=O)[O-])CCC(=O)N)C1(=CC=C(C)C=C1),FXNOXICVHCVWSD-UHFFFAOYSA-N,11.8,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
OC(C1(=CC=NC=C1))(C2(=CC=NC=C2))C3(=CC=NC=C3),OC(C1(=CC=NC=C1))(C2(=CC=NC=C2))C3(=CC=NC=C3),LGHLTRASRAEIPD-UHFFFAOYSA-N,11.8,acidic,RES200_Opt1_acidic,20.0,,train,
O(O)CC,O(O)CC,ILHIHKRJJMKBEE-UHFFFAOYSA-N,11.8,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
O=C(C(C(=O)C)C)C(C)C,O=C(C(C(=O)C)C)C(C)C,STZPIURHZBMRBM-UHFFFAOYSA-N,11.8,acidic,RES200_Opt1_acidic,20.0,,train,
O=C(OCC)C(C(=O)C)CC1(=CC=CC=C1),O=C(OCC)C(C(=O)C)CC1(=CC=CC=C1),RFVSEEKNXPQYFM-UHFFFAOYSA-N,11.81,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
ClC=CC1(=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C),ClC=CC1(=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C),PAJURZTYRDFEOU-UHFFFAOYSA-N,11.82,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
O=C(NN)C1(=NC=CC=C1),O=C(NN)C1(=NC=CC=C1),BAQLNPIEFOYKNB-UHFFFAOYSA-N,11.84,acidic,RES200_Opt1_acidic,21.0,mean from 3,train,
S=C(N)C1(=CC=C([N+](=O)[O-])C=C1),S=C(N)C1(=CC=C([N+](=O)[O-])C=C1),MDBQPBMIZPCKAJ-UHFFFAOYSA-N,11.84,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
S=C(NC1(=CC=C(OC)C=C1))C2(=CC=C(OC)C=C2),S=C(NC1(=CC=C(OC)C=C1))C2(=CC=C(OC)C=C2),RSQQANOVEBEVQT-UHFFFAOYSA-N,11.85,acidic,RES200_Opt1_acidic,,spectrophotometric,train,
O=C(C1(=NNC=C1))C,O=C(C1(=NNC=C1))C,BPGURKYRVFEYRU-UHFFFAOYSA-N,11.85,acidic,RES200_Opt1_acidic,,spectrophotometric,train,
O=C1(N(CCC(N1)=O)C),O=C1(N(CCC(N1)=O)C),LPQUIFIUJKZJRT-UHFFFAOYSA-N,11.86,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
O=C(OCC)C(C(=O)C)CC1(=CC(=CC=C1)C),O=C(OCC)C(C(=O)C)CC1(=CC(=CC=C1)C),WIJIIKXRSOZZMN-UHFFFAOYSA-N,11.87,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
O=C(OCC)C(C(=O)C)CC1(=CC=C(C)C=C1),O=C(OCC)C(C(=O)C)CC1(=CC=C(C)C=C1),DEHRPRVFFZWLDB-UHFFFAOYSA-N,11.88,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
S(=O)(=O)(NCCC(=N)NC)C1(=CC=C(C)C=C1),S(=O)(=O)(NCCC(=N)NC)C1(=CC=C(C)C=C1),HIIDLIGAVLKJIX-UHFFFAOYSA-N,11.9,acidic,RES200_Opt1_acidic,24.9,potentiometric,train,
OC=1(N(N=C(C=1C2(=CC=CC=C2))C)C3(=CC=CC=C3)),OC=1(N(N=C(C=1C2(=CC=CC=C2))C)C3(=CC=CC=C3)),FHTQNZVFYHIKPF-UHFFFAOYSA-N,11.9,acidic,RES200_Opt1_acidic,,potentiometric,train,
O=C1(NC=2(C=CC=CC=2(C1=O))),O=C1(NC=2(C=CC=CC=2(C1=O))),JXDYKVIHCLTXOP-UHFFFAOYSA-N,11.9,acidic,RES200_Opt1_acidic,30.0,spectrophotometric,train,
O=C1(C(C(=O)OCC)CCCC1),O=C1(C(C(=O)OCC)CCCC1),DQNJZJRBBPDPJW-UHFFFAOYSA-N,11.9,acidic,RES200_Opt1_acidic,25.0,mean from 2,train,
P(=O)(CC(=O)C)(CC)CC,P(=O)(CC(=O)C)(CC)CC,KFRCCHJLPKDFIS-UHFFFAOYSA-N,11.94,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
OC1(=C(C(=C)C)CCC(C1)C),OC1(=C(C(=C)C)CCC(C1)C),BIPFWTQEMKRHOQ-UHFFFAOYSA-N,11.95,acidic,RES200_Opt1_acidic,20.0,,train,
S=C(NC1(=CC=C(OC)C=C1))C,S=C(NC1(=CC=C(OC)C=C1))C,WZNUJVLBHDEJDY-UHFFFAOYSA-N,11.96,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
O=C(C1(=CC=CC=C1))C2(=NNC=C2),O=C(C1(=CC=CC=C1))C2(=NNC=C2),UYMQWGLCXYHTES-UHFFFAOYSA-N,11.97,acidic,RES200_Opt1_acidic,,spectrophotometric,train,
[Br]C=1(C=2(C(C=[N+](C=1)CCCO)=CC=CC=2)),[Br]C=1(C=2(C(C=[N+](C=1)CCCO)=CC=CC=2)),CGAXKJPDKGPHQM-UHFFFAOYSA-N,11.99,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
ClC1(=CC(NC(=S)N)=CC=C1),ClC1(=CC(NC(=S)N)=CC=C1),LSYZRUOXXOTVAV-UHFFFAOYSA-N,12.0,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
O=C(C1(=CC=C(C)C=C1))C2(=NNC=C2),O=C(C1(=CC=C(C)C=C1))C2(=NNC=C2),ZLKDALHIEFVHIK-UHFFFAOYSA-N,12.02,acidic,RES200_Opt1_acidic,,spectrophotometric,train,
S(=O)(C3(=CC(OC)=C(C1(=NC=2(NN=CC=2(N1))))C=C3))C,S(=O)(C3(=CC(OC)=C(C1(=NC=2(NN=CC=2(N1))))C=C3))C,RZRCMIUAAYOZMZ-UHFFFAOYSA-N,12.02,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
N3(=C(C1(=NC=2(C=CC=CC=2(N1))))C=CC=C3),N3(=C(C1(=NC=2(C=CC=CC=2(N1))))C=CC=C3),YNFBMDWHEHETJW-UHFFFAOYSA-N,12.05,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
OCC1(=NC=2(C=CC=CC=2(N1))),OCC1(=NC=2(C=CC=CC=2(N1))),IAJLTMBBAVVMQO-UHFFFAOYSA-N,12.09,acidic,RES200_Opt1_acidic,24.0,mean from 2,train,
O(O)C(C)C,O(O)C(C)C,SGJUFIMCHSLMRJ-UHFFFAOYSA-N,12.1,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
[O-]C1(=NC=NC2(=C1NC=N2)),[O-]C1(=NC=NC2(=C1NC=N2)),FDGQSTZJBFJUBT-UHFFFAOYSA-N,12.1,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
S=C(NC1(=CC(C(=O)C)=CC=C1))N,S=C(NC1(=CC(C(=O)C)=CC=C1))N,VSDWSLWLHXVNRU-UHFFFAOYSA-N,12.1,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
O=C(N)C1(=NC=CC=C1),O=C(N)C1(=NC=CC=C1),IBBMAWULFFBRKK-UHFFFAOYSA-N,12.12,acidic,RES200_Opt1_acidic,25.0,potentiometric,train,
S(C(O)(O)C)CC,S(C(O)(O)C)CC,MLEUTGQVJFMADW-UHFFFAOYSA-N,12.13,acidic,RES200_Opt1_acidic,25.0,,train,
O=C(NN)COC,O=C(NN)COC,XEPXDMNZXBUSOI-UHFFFAOYSA-N,12.14,acidic,RES200_Opt1_acidic,25.0,,train,
S=C(NCC1(=CC=CC=C1))C2(=CC=CC=C2),S=C(NCC1(=CC=CC=C1))C2(=CC=CC=C2),GMOICCILTLBRTM-UHFFFAOYSA-N,12.16,acidic,RES200_Opt1_acidic,20.0,potentiometric,train,
P(=O)(CCC)(CCC)CCC,P(=O)(CCC)(CCC)CCC,SNZSAFILJOCMFM-UHFFFAOYSA-N,12.16,acidic,RES200_Opt1_acidic,25.0,conductometric,train,
O=C([O-])C2(=C(N1(N=C(O)C(=C1C)CC))C=CC=C2),O=C([O-])C2(=C(N1(N=C(O)C(=C1C)CC))C=CC=C2),APRYDRRWEVQGLM-UHFFFAOYSA-N,12.2,acidic,RES200_Opt1_acidic,,potentiometric,train,
OC=1(N(N=C(C=1)C2(=CC=CC=C2))C3(=CC=CC=C3)),OC=1(N(N=C(C=1)C2(=CC=CC=C2))C3(=CC=CC=C3)),BWLTYPQWNLIJTE-UHFFFAOYSA-N,12.2,acidic,RES200_Opt1_acidic,,potentiometric,train,
OC(O)C1(=CC=NC=C1),OC(O)C1(=CC=NC=C1),MWSYYKKFGBHLTN-UHFFFAOYSA-N,12.2,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
OC1(=NC=2(C=C3(CCCCC3(=CC=2(N1))))),OC1(=NC=2(C=C3(CCCCC3(=CC=2(N1))))),OCAZINHLZPIDRF-UHFFFAOYSA-N,12.21,acidic,RES200_Opt1_acidic,20.0,spectrophotometric,train,
O=C(C1(=CC=[N+](C)C=C1))C2(=CC=CC=C2),O=C(C1(=CC=[N+](C)C=C1))C2(=CC=CC=C2),KIIFMEZUSAELQK-UHFFFAOYSA-N,12.25,acidic,RES200_Opt1_acidic,25.0,,train,
ClC2(=CC1(=C(CCC(C1)=O)C=C2)),ClC2(=CC1(=C(CCC(C1)=O)C=C2)),VSSTTXUBIQFARL-UHFFFAOYSA-N,12.3,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
OC2(=NN(C1(=CC=CC=C1))C(=C2CC)C),OC2(=NN(C1(=CC=CC=C1))C(=C2CC)C),UYPNQRQZAJXQPZ-UHFFFAOYSA-N,12.3,acidic,RES200_Opt1_acidic,,potentiometric,train,
O=C(N)C3(=CC(OC)=C(C1(=NC2(=NN(C)C=C2(N1))))C=C3),O=C(N)C3(=CC(OC)=C(C1(=NC2(=NN(C)C=C2(N1))))C=C3),KCXTUXOGEKLGPM-UHFFFAOYSA-N,12.3,acidic,RES200_Opt1_acidic,25.0,spectrophotometric,train,
O=C(OCC)C2(=C(N1(N=C(O)C=C1C))C=CC=C2),O=C(OCC)C2(=C(N1(N=C(O)C=C1C))C=CC=C2),LRICKRXKVQOWRY-UHFFFAOYSA-N,12.3,acidic,RES200_Opt1_acidic,,potentiometric,train,
N=2(C1(=C(N)C=CC=C1NC=2C)),N=2(C1(=C(N)C=CC=C1NC=2C)),USVXDODAPOBXCF-UHFFFAOYSA-N,12.3,acidic,RES200_Opt1_acidic,,potentiometric,train,
