pKa,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_barbitur,fr_benzene,fr_bicyclic,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Dataset
8.9,0.587513388,133.154,126.098,133.0639972,50,0.112682772,-0.257545787,0.257545787,0.112682772,15.31978217,10.20514929,1.934930016,-1.871297613,2.078853711,-1.709295426,5.733625908,0.959192293,2.860781632,350.3787059,6.974691495,5.626477999,5.626477999,4.860173345,3.135247467,3.135247467,2.332406781,2.332406781,1.481421106,1.481421106,0.951688779,0.951688779,-1.38,357.083,5.408378335,1.800183327,0.673470865,58.06337329,0,5.516700718,0,0,0,0,5.098681808,0,0,5.098681808,11.27975216,24.61992283,0,5.516700718,0,11.03340144,0,15.41074871,0,6.9237372,0,23.7625527,0,0,0,0,0,15.41074871,0,6.9237372,5.563451492,18.19910121,0,11.03340144,41.57,0,0,0,0,11.03340144,5.563451492,0,25.12283841,15.41074871,0,0,0,0,10.32703704,3.131481481,0,6.005648148,0,2.035833333,0,0.142857143,10,1,3,0,0,0,1,1,2,2,1,3,0,0,0,0,2,1.26632,38.6257,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.9,0.466340304,151.165,142.093,151.0633285,58,0.274133665,-0.288350208,0.288350208,0.274133665,16.46697896,10.14284024,2.001983841,-1.970080424,2.013030748,-2.177149352,5.927555876,0.070611407,2.895348036,253.2994976,8.267584714,6.164862963,6.164862963,5.236382105,3.249098148,3.249098148,2.306952948,2.306952948,1.41530079,1.41530079,0.769485638,0.769485638,-1.35,335.4793898,7.753626943,3.163427799,1.782313714,64.62094388,0,0,0,0,5.907179729,0,10.00179021,5.480096598,0,0,17.69618563,19.05647134,5.563451492,0,10.00179021,5.907179729,0,5.480096598,0,6.9237372,0,35.39237126,0,5.480096598,0,0,0,11.11443275,0,6.9237372,15.92144017,24.26546827,0,0,49.33,5.907179729,4.794537184,0,5.563451492,5.563451492,0,17.61283074,19.05647134,0,5.207253025,0,0,10.76361489,8.257972411,3.101213152,-0.481481481,6.9275,0,1.931181028,0,0.125,11,2,3,0,0,0,1,0,1,2,2,3,1,0,0,0,1,1.11402,40.4317,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.9,0.505942787,167.164,158.092,167.0582431,64,0.277898181,-0.495923003,0.495923003,0.277898181,16.47464016,10.1711776,2.083601024,-2.041978146,2.157218282,-2.186746193,5.955528295,0.070286864,3.044505836,285.3863913,8.974691495,6.573111253,6.573111253,5.79122366,3.367453648,3.367453648,2.141211107,2.141211107,1.453145135,1.453145135,0.892451868,0.892451868,-1.55,610.0504637,8.54569378,3.729929796,1.540204514,69.73448911,4.736862954,5.749511833,0,0,5.907179729,0,10.00179021,5.480096598,0,0,12.13273414,12.13273414,0,12.67324903,14.73865316,5.907179729,0,5.480096598,0,0,7.109797541,29.82891977,5.749511833,10.21695955,0,5.749511833,0,18.2242303,0,0,10.35798868,24.26546827,0,0,58.56,5.907179729,4.794537184,0,11.31296332,0,12.58989414,24.26546827,0,0,9.944115979,4.896342593,0,10.95203704,8.353080121,1.844907407,-0.14212963,6.633969199,0,0,1.461793273,0.125,12,2,4,0,0,0,1,0,1,3,2,4,2,0,0,0,1,0.8142,42.2467,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.9,0.70680471,269.264,258.176,269.0912746,100,0.250913094,-0.504254334,0.504254334,0.250913094,16.474015,10.18967772,2.020431065,-2.025892838,2.252262966,-1.878486821,5.823794431,0.373201078,1.888131292,781.2824931,13.94938299,10.60841788,10.60841788,9.758351493,5.832669167,5.832669167,3.995871071,3.995871071,2.694501119,2.694501119,1.698802732,1.698802732,-2.96,66099.22632,12.09328896,4.962341655,2.28250894,113.5712519,14.82736887,5.516700718,17.14620089,0,5.948339281,0,0,14.96036177,4.983978521,0,0,23.7625527,6.21460058,19.63396119,9.843390349,23.3268178,0,19.93591408,4.992404733,0,7.109797541,36.28671634,11.49902367,4.736862954,5.948339281,11.49902367,0,38.3668396,0,0,5.563451492,35.71566958,0,11.16387794,96.28,0,5.106527395,5.749511833,22.86172905,5.563451492,7.109797541,36.93786543,0,24.92831882,4.736862954,5.028730414,0,19.39236661,9.509643337,2.095969439,0.798573831,4.933308663,4.750083708,0,1.491323994,0.076923077,20,2,7,0,0,0,1,2,3,6,2,7,3,0,0,0,3,1.8177,73.5965,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.91,0.395443644,284.271,272.175,284.0797069,106,0.26907546,-0.325693957,0.325693957,0.26907546,16.62824234,10.08770823,2.119028003,-2.042939181,2.153760532,-2.160430222,6.104753775,-0.384429794,1.954323326,665.8327899,15.24227621,10.98346596,10.98346596,10.05855065,6.186161049,6.186161049,4.318138579,4.318138579,2.77875878,2.77875878,1.743594579,1.743594579,-3.02,55312.62144,14.39039262,6.42410961,3.970072939,120.1092058,5.316788604,0,5.783244946,5.907179729,5.687386275,0,19.70339264,0,0,0,30.33183534,12.13273414,23.3835719,11.34413267,14.51238542,23.06519723,0,0,0,6.420821623,5.316788604,70.27507338,0,5.316788604,11.37477255,0,0,16.61373572,4.794537184,10.11431827,16.7788103,54.59730362,0,0,89.31,10.83049078,19.70339264,17.89145284,11.25083777,0,24.26546827,30.33183534,0,5.316788604,0,0,0,33.57482315,13.03670151,0.815900105,-0.742853888,13.92554731,-0.276784848,0,0,0.066666667,21,1,6,0,0,0,2,0,2,4,1,6,5,0,0,0,2,2.8063,77.1156,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.91,0.519157546,302.397,282.237,302.1539407,114,0.173298588,-0.293809048,0.293809048,0.173298588,16.1380828,10.04133155,2.093857455,-2.020244467,2.067431029,-2.330108628,5.9674026,-0.687950844,1.664983228,774.3352602,16.07070333,13.27522895,13.27522895,11.20350994,7.823477606,7.823477606,5.830301135,5.830301135,3.906371084,3.906371084,2.536251114,2.536251114,-2.74,232336.1398,15.16706984,7.013260681,4.132873994,136.5965016,0,0,24.7216885,0,0,0,4.794537184,4.567099648,0,0,60.16075511,12.48718869,29.68045874,0,9.361636832,5.783244946,0,0,0,19.88931523,0,101.3775309,0,4.567099648,0,0,0,5.783244946,12.96557803,6.9237372,27.04834315,79.1237249,0,0,20.95,0,4.794537184,5.783244946,6.420821623,17.67165939,11.12690298,0,54.85825662,35.75630512,0,2.087265684,0,12.31191223,0,4.326354478,0.151561023,22.1680615,4.387880038,2.900298381,0,0.142857143,23,0,2,0,0,0,2,1,3,1,0,2,5,0,0,0,3,3.75622,91.3945,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.91,0.508365941,166.209,160.161,166.0313172,56,0.188942478,-0.341949377,0.341949377,0.188942478,32.16642594,10.56955551,1.98079204,-1.905857893,2.102646771,-1.843730732,7.979886257,0.997064685,2.667545348,369.3747187,7.681798276,5.904589615,6.721086196,5.398178148,3.100547675,4.325292547,1.996519009,2.769915671,1.335997409,1.897842129,0.818728436,1.154597787,-1.1,654.0353487,6.600277754,2.501909824,1.069995707,67.46922415,4.983978521,5.516700718,10.8036137,0,0,0,0,14.95193556,0,0,11.76188495,6.255769184,0,12.52416365,0,22.92576289,0,19.93591408,0,5.156436482,6.255769184,12.52416365,0,0,0,0,11.76188495,26.19168327,0,0,0,17.68060013,0,11.16387794,54.46,0,0,0,0,16.32031442,11.76188495,12.52416365,6.255769184,19.93591408,0,0,1.510925926,15.17418556,0.754259259,1.603842593,0,0,5.290119992,0,0,0.166666667,11,1,4,0,0,0,0,2,2,4,1,5,1,0,0,0,2,1.0748,43.4647,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.91,0.545467284,120.115,116.083,120.0435961,44,0.179984639,-0.341950551,0.341950551,0.179984639,14.97941442,10.57114839,1.906136347,-1.796664781,1.985756441,-1.76025539,5.669119633,1.199668155,2.95465979,282.9357807,6.104448007,4.573691594,4.573691594,4.466326495,2.557359424,2.557359424,1.662558531,1.662558531,1.098110642,1.098110642,0.690820769,0.690820769,-1.45,254.26899,4.430954824,1.512388261,0.560793933,50.98117202,4.983978521,11.84402079,5.647177221,0,0,0,0,14.95193556,0,0,0,0,0,12.52416365,0,11.16387794,0,19.93591408,0,0,0,18.85148372,0,0,0,0,0,19.93591408,0,0,0,18.85148372,0,11.16387794,54.46,0,0,0,5.647177221,5.516700718,6.327320075,12.52416365,0,19.93591408,0,0,0,14.48592593,0,1.585648148,0,0,4.761759259,0,0,0,9,1,4,0,0,0,0,2,2,3,1,4,0,0,0,0,2,0.3529,31.6837,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.92,0.590660913,208.133,204.101,208.0232546,76,0.347855662,-0.344382403,0.347855662,0.344382403,16.64035785,10.2188416,2.248007029,-1.938144927,2.295149295,-1.958669075,5.816888036,-0.421888075,2.787915079,513.1155687,10.99963552,7.206684756,7.206684756,7.092224153,3.852691699,3.852691699,2.77482753,2.77482753,1.909958983,1.909958983,1.252042783,1.252042783,-2.51,3322.381022,9.06105145,3.011529268,1.369313765,81.8478275,4.983978521,0,0,0,0,11.37477255,20.22863654,4.983978521,0,0,0,0,6.066367068,33.27371068,9.846622098,22.40817398,0,9.967957042,0,0,0,38.68869075,0,0,11.37477255,0,0,19.81457914,0,20.22863654,0,18.46005421,0,11.03340144,114.96,21.22139465,20.22863654,0,11.03340144,12.13273414,6.327320075,0,0,9.967957042,0,0,0,25.94329743,21.11347695,-0.37875,0,2.171064815,1.317577475,0,0,0,15,1,8,0,0,0,1,1,2,5,1,8,2,0,0,0,2,1.3793,49.4025,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.92,0.216622507,216.305,194.129,216.1706534,88,0.265324743,-0.410707854,0.410707854,0.265324743,16.43354077,10.16457007,1.962754589,-2.059665694,1.959939844,-3.051798232,6.2546722,-0.858051835,3.145769087,193.1065222,11.51866157,9.622666438,9.622666438,7.16390246,5.408104951,5.408104951,3.906917308,3.906917308,2.077773624,2.077773624,1.266776235,1.266776235,-1.1,1618.267051,13.9,9.454836706,10.82302803,91.13854275,15.42395136,6.21460058,0,0,5.907179729,0,4.794537184,0,0,0,11.57653435,19.26246487,6.544756406,20.64010037,14.90169994,12.12178031,0,5.316788604,5.155712727,25.68328649,27.18485678,0,0,10.21669833,0,0,0,44.51389011,4.794537184,0,25.68328649,5.155712727,0,0,66.13,0,4.794537184,5.907179729,6.544756406,19.05624383,24.28630938,0,0,24.5678453,5.207253025,0,0,12.27197839,13.34094623,0,-0.337744473,0,5.41321342,1.850400857,4.294538911,0.8,15,3,5,0,0,0,0,0,0,3,3,5,8,0,0,0,0,-0.7325,59.4339,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
8.93,0.723168441,175.187,166.115,175.0633285,66,0.30553348,-0.479345256,0.479345256,0.30553348,16.48004779,10.20769557,2.080998644,-1.908696179,2.24389133,-1.754014134,5.530147269,0.334263124,2.476131402,386.6180243,9.259148545,7.189426827,7.189426827,6.270856948,3.989752286,3.989752286,2.775606201,2.775606201,1.792848171,1.792848171,1.092590825,1.092590825,-1.77,1492.63368,7.857386378,2.935678423,1.402156142,75.66165044,9.523678332,5.693927995,0,5.890723922,0,5.94630776,0,4.983978521,0,0,18.19910121,19.05647134,5.563451492,0,9.523678332,0,0,4.983978521,0,6.9237372,0,36.02576334,17.40048317,0,0,5.94630776,0,10.09050592,0,6.9237372,5.693927995,34.74898628,0,11.45417541,46.26,0,5.106527395,5.94630776,11.58465192,5.563451492,0,6.9237372,30.33183534,4.983978521,4.417150937,5.044768519,0,4.063796296,9.172246788,1.379400983,0.342086168,9.464691988,0,1.699675926,0,0.1,13,1,3,0,0,0,1,1,2,3,1,3,1,0,0,0,2,2.35562,48.3408,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.94,0.794022676,288.332,276.236,288.0680966,102,0.197279639,-0.495948465,0.495948465,0.197279639,32.19713257,10.16599366,2.127861668,-2.070884209,2.299875701,-1.93251485,7.838796704,0.414757137,2.150670043,766.9204218,14.1125197,10.953137,11.76963358,9.685871848,5.873603714,7.431681918,4.130179102,5.509831913,2.893473061,3.811261565,1.920223981,2.452905422,-2.28,60133.27579,12.73862176,5.009247445,2.158985284,117.2559499,9.720841475,11.57391633,11.29435444,0,0,0,4.208898492,14.95193556,0,0,0,18.19910121,34.34450885,12.67324903,8.945761446,22.09392348,0,19.93591408,0,4.895483476,13.36556672,30.59278835,17.13736782,4.736862954,0,5.749511833,0,37.5103793,10.79956904,0,0,35.48827182,0,22.68221043,80.76,10.79956904,4.208898492,0,27.76375425,5.563451492,0,37.891988,6.066367068,19.93591408,4.736862954,16.86563596,0,16.47519714,0,1.946199085,1.229853238,5.369817964,4.821273052,0,0.514245787,0.153846154,20,1,6,0,0,0,1,2,3,5,1,7,3,0,0,0,3,1.7659,76.0041,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.94,0.79064442,226.084,221.044,224.9418048,66,0.237600445,-0.22462762,0.237600445,0.22462762,35.49826159,10.35768724,2.084017996,-1.986121202,2.233907676,-2.112895892,7.887657448,0.597571274,3.327295999,402.0091543,9.353371151,5.790074894,8.118429367,5.409702168,2.889158084,5.191406508,2.120924357,4.496747668,1.219598744,2.869627623,0.653833644,1.556456419,-0.29,347.9807345,9.795397096,3.219517635,2.104301501,80.13860216,0,0,0,10.02329115,0,0,0,13.55677072,0,0,23.20187978,18.19910121,0,14.9407501,8.417796984,33.22517093,0,0,5.138973738,4.895483476,0,28.24436783,0,5.138973738,0,0,23.20187978,8.417796984,10.02329115,0,0,23.09458468,10.04526663,0,60.16,10.02329115,8.417796984,9.918116789,5.022633314,0,18.19910121,0,0,0,28.34085352,21.54488914,11.13108214,-0.044537037,5.311274093,0,0,3.881350309,0,0,-3.685169753,0,12,2,3,0,0,0,1,0,1,2,1,6,1,0,0,0,1,1.6408,47.8352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.94,0.473610702,176.172,164.076,176.0797069,70,0.222880411,-0.264265704,0.264265704,0.222880411,16.63764745,9.973574301,2.361898761,-2.14914539,2.160115857,-2.362028484,4.694448245,-0.584368354,4.243682541,201.7247662,9.939157589,7.311877403,7.311877403,5.270561495,3.551254381,3.551254381,3.408043666,3.408043666,1.649084147,1.649084147,0.872005597,0.872005597,-1.2,224.366646,10.8,3.464718773,2.811342155,69.86991304,0,0,0,11.58076608,0,0,20.22863654,0,0,0,0,0,30.6178337,6.420821623,9.846622098,0,0,0,0,38.7727993,0,20.22863654,0,0,0,0,0,21.42738818,0,20.22863654,27.19203322,0,0,0,86.28,21.42738818,20.22863654,6.420821623,0,0,20.7712116,0,0,0,0,0,0,19.54289352,20.54462963,-1.215787037,0,-0.87,-0.048611111,4.130208333,0,1,12,0,6,0,0,0,0,0,0,4,0,6,4,0,0,0,0,1.097,42.1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.95,0.567107755,128.558,123.518,128.0028925,42,0.116561888,-0.507911389,0.507911389,0.116561888,35.49569072,10.34006722,1.84762092,-1.875332352,2.138345994,-1.609920635,6.302075961,0.475160104,3.077660438,168.3883389,5.983127663,4.134579145,4.890508091,3.7876937,2.233956239,2.611920712,1.479871104,1.916306884,0.808200719,1.043297822,0.476126338,0.660654718,-0.69,64.0524865,5.446798906,2.052669548,1.138019489,52.5289031,5.106527395,5.749511833,0,0,0,0,0,0,0,0,17.66730696,18.19910121,5.022633314,0,5.106527395,11.60093989,0,0,0,0,0,29.28810159,5.749511833,0,0,5.749511833,11.60093989,5.106527395,0,0,0,24.26546827,5.022633314,0,20.23,0,0,5.749511833,5.022633314,0,6.066367068,18.19910121,0,0,16.70746729,0,5.484969136,0,9.288796296,0,0.206018519,6.464660494,0,0,0,0,8,1,1,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0456,33.1168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.96,0.219917292,244.359,218.151,244.2019535,100,0.265324743,-0.410707854,0.410707854,0.265324743,16.43354256,10.11040759,1.963764415,-2.060519264,2.03263009,-3.051796135,6.254676255,-0.858052031,3.109060288,217.7962808,12.93287513,11.03688,11.03688,8.16390246,6.408104951,6.408104951,4.614024089,4.614024089,2.577773624,2.577773624,1.620329625,1.620329625,-1.1,4442.001746,15.9,11.3873225,12.83323327,103.868427,15.42395136,6.21460058,0,0,5.907179729,0,4.794537184,0,0,0,24.4181776,19.26246487,6.544756406,20.64010037,14.90169994,12.12178031,0,5.316788604,5.155712727,38.52492974,27.18485678,0,0,10.21669833,0,0,0,44.51389011,4.794537184,0,38.52492974,5.155712727,0,0,66.13,0,4.794537184,5.907179729,6.544756406,19.05624383,37.12795263,0,0,24.5678453,5.207253025,0,0,12.37044119,13.41425875,0,-0.331983156,0,8.116745132,1.906003082,4.35786833,0.833333333,17,3,5,0,0,0,0,0,0,3,3,5,10,0,0,0,0,0.0477,68.6679,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
8.97,0.219455906,230.332,206.14,230.1863034,94,0.265324743,-0.410707854,0.410707854,0.265324743,16.43354166,10.13314629,1.96321139,-2.060199941,2.002373747,-3.051796365,6.254674232,-0.858051977,3.125071845,205.4063559,12.22576835,10.32977322,10.32977322,7.66390246,5.908104951,5.908104951,4.260470698,4.260470698,2.327773624,2.327773624,1.44355293,1.44355293,-1.1,2686.696768,14.9,10.41889555,10.97751938,97.50348486,15.42395136,6.21460058,0,0,5.907179729,0,4.794537184,0,0,0,17.99735597,19.26246487,6.544756406,20.64010037,14.90169994,12.12178031,0,5.316788604,5.155712727,32.10410811,27.18485678,0,0,10.21669833,0,0,0,44.51389011,4.794537184,0,32.10410811,5.155712727,0,0,66.13,0,4.794537184,5.907179729,6.544756406,19.05624383,30.70713101,0,0,24.5678453,5.207253025,0,0,12.32590525,13.38035236,0,-0.334529835,0,6.74933206,1.882424551,4.329848949,0.818181818,16,3,5,0,0,0,0,0,0,3,3,5,9,0,0,0,0,-0.3424,64.0509,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
8.98,0.783791235,225.191,219.143,225.0071341,78,0.415953304,-0.22462822,0.415953304,0.22462822,32.23311568,10.20044683,2.306430431,-2.065384272,2.295535414,-2.135237125,7.887609389,-0.137277673,3.286708452,438.4932838,10.98312766,6.745389636,7.561886217,6.210343431,3.411473654,4.957793131,2.570600056,4.132023114,1.489895599,2.400895199,0.849402879,1.408882204,-1.08,779.4184948,10.99739938,3.247866515,2.455402096,78.39361803,0,0,0,10.02329115,0,6.176298517,0,13.55677072,13.17124514,0,6.066367068,18.19910121,0,10.45893497,21.58904213,10.02329115,0,0,5.138973738,11.07178199,0,29.82891977,0,5.138973738,13.17124514,0,0,8.417796984,16.19958967,0,5.563451492,29.16095175,0,0,60.16,26.65852464,21.58904213,0,6.066367068,18.19910121,0,0,0,5.138973738,0,57.80619426,0,-0.548773148,4.673805745,-1.037939815,0,3.261064815,-4.56875,0,-4.085601852,0.142857143,14,2,3,0,0,0,1,0,1,2,1,7,1,0,0,0,1,1.3528,42.8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.98,0.637733005,152.153,144.089,152.0585775,58,0.179495347,-0.292798031,0.292798031,0.179495347,16.14067659,10.2328137,2.066667536,-1.809342793,1.997597398,-1.905772556,5.969002893,0.100213027,2.99417056,272.6441477,8.43072142,6.341060446,6.341060446,5.109060905,3.182812155,3.182812155,2.279232346,2.279232346,1.317864863,1.317864863,0.682429728,0.682429728,-1.45,346.7113537,7.654712042,2.654492041,1.517008199,63.61147775,0,11.38785599,11.56648989,0,0,0,14.68775618,0,5.098681808,0,0,6.066367068,13.8474744,0,9.589074368,11.56648989,0,10.19736362,0,13.8474744,0,17.45422306,0,0,0,0,0,21.76385351,0,0,34.82440476,6.066367068,0,0,62.82,0,9.589074368,11.56648989,11.38785599,0,19.91384147,0,0,10.19736362,0,0,0,21.38625756,6.107731481,0.671666667,-0.265046296,1.449074074,0,2.816983182,0,0.285714286,11,1,4,0,0,0,0,1,1,3,1,4,2,0,0,0,1,0.8149,38.5967,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
