"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"16085","S(=O)(=O)(NC=1(SC(C)=NN=1))C2(=CC=C(N)C=C2)","CC1=NN=C(NS(=O)(=O)C2C=CC(N)=CC=2)S1","InChI=1S/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)","VACCAVUAMIDAGB-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",2.19
"11699","O=C(OC)C1(=NC=CC=C1)","COC(=O)C1C=CC=CN=1","InChI=1S/C7H7NO2/c1-10-7(9)6-4-2-3-5-8-6/h2-5H,1H3","NMMIHXMBOZYNET-UHFFFAOYSA-N","?","22","potentiometric","a/thermodynamic","NH+","basic",2.21
"10134","ClC=1(C(=NNC=1C)C)","CC1=NNC(C)=C1Cl","InChI=1S/C5H7ClN2/c1-3-5(6)4(2)8-7-3/h1-2H3,(H,7,8)","JGTUBTJLRQIMAB-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","=N-H","basic",2.23
"15038","[N+]3(=CC=C(C1(=NC=2(C=CC=CC=2(N1))))C=C3)(C)","C[N+]1C=CC(=CC=1)C1NC2C=CC=CC=2N=1","InChI=1S/C13H11N3/c1-16-8-6-10(7-9-16)13-14-11-4-2-3-5-12(11)15-13/h2-9H,1H3/p+1","QFLATZNEOVQJFV-UHFFFAOYSA-O","?","25","spectrophotometric","a1/apparent","NH","basic",2.26
"17865","SC1(=CN=CC=C1)","SC1=CN=CC=C1","InChI=1S/C5H5NS/c7-5-2-1-3-6-4-5/h1-4,7H","FFWJHVGUAKWTKW-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","proton.","basic",2.28
"13032","[Br]C1(=C(N)C=CC(=C1)[Br])","NC1C=CC(Br)=CC=1Br","InChI=1S/C6H5Br2N/c7-4-1-2-6(9)5(8)3-4/h1-3H,9H2","DYSRXWYRUJCNFI-UHFFFAOYSA-N","?","15","potentiometric","a/apparent","?","basic",2.3
"17284","N1(=NC=CC=C1)","C1=CC=CN=N1","InChI=1S/C4H4N2/c1-2-4-6-5-3-1/h1-4H","PBMFSQRYOILNGV-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",2.33
"13410","O(C1(=NC=CC=C1))C2(=CC=CC=C2)","C1=CC=CC=C1OC1C=CC=CN=1","InChI=1S/C11H9NO/c1-2-6-10(7-3-1)13-11-8-4-5-9-12-11/h1-9H","MEAAWTRWNWSLPF-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",2.35
"16346","S3(C(C1(=NC=2(C=C([N+](=O)[O-])C=CC=2(N1))))=CC=C3)","[O-][N+](=O)C1=CC2N=C(NC=2C=C1)C1=CC=CS1","InChI=1S/C11H7N3O2S/c15-14(16)7-3-4-8-9(6-7)13-11(12-8)10-2-1-5-17-10/h1-6H,(H,12,13)","HMNHLRCFIFTELE-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",2.36
"15012","O(C2(=NC=1(C(=CC=CC=1)C=3(C2=CC=CC=3))))C","COC1=NC2=CC=CC=C2C2=CC=CC=C21","InChI=1S/C14H11NO/c1-16-14-12-8-3-2-6-10(12)11-7-4-5-9-13(11)15-14/h2-9H,1H3","CFXXLOSWIXYUGN-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","NH%+&","basic",2.38
"15579","[O-][N+]2(=C(N)C=1(N(C=NC=1N=C2)CC3(=CC=CC=C3)))","NC1C2=C(N=C[N+]=1[O-])N=CN2CC1C=CC=CC=1","InChI=1S/C12H11N5O/c13-11-10-12(15-8-17(11)18)14-7-16(10)6-9-4-2-1-3-5-9/h1-5,7-8H,6,13H2","FNQKXTIIESJQRP-UHFFFAOYSA-N","?","30","spectrophotometric","b1/apparent","?","basic",2.4
"13595","[Br]C=1(C(=O)N(N)C=C(C=1)C(=O)OC)","COC(=O)C1C=C(Br)C(=O)N(N)C=1","InChI=1S/C7H7BrN2O3/c1-13-7(12)4-2-5(8)6(11)10(9)3-4/h2-3H,9H2,1H3","DGPGLECIBLAUML-UHFFFAOYSA-N","?",,,"a/apparent","?","basic",2.4
"11697","O=C(O)C1(=CC=C(N)C=C1)","NC1=CC=C(C=C1)C(O)=O","InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)","ALYNCZNDIQEVRV-UHFFFAOYSA-N","?","24","mean from 10","a1/thermodynamic","COOH","basic",2.41
"12718","N2(=C1(N=CNC1=CN=C2))","C1N=C2N=CNC2=CN=1","InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)","KDCGOANMDULRCW-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","basic",2.45
"12196","O=C(OCCCC)C1(=CC=C(N)C=C1)","CCCCOC(=O)C1C=CC(N)=CC=1","InChI=1S/C11H15NO2/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7H,2-3,8,12H2,1H3","IUWVALYLNVXWKX-UHFFFAOYSA-N","?","25","spectrophotometric","a/thermodynamic","?","basic",2.47
"13030","[Br]C1(=CC([Br])=CC(=C1)N)","NC1C=C(Br)C=C(Br)C=1","InChI=1S/C6H5Br2N/c7-4-1-5(8)3-6(9)2-4/h1-3H,9H2","RVNUUWJGSOHMRR-UHFFFAOYSA-N","?","16","mean from 2","a/apparent","?","basic",2.49
"10165","O(C1(=NC=NC=C1))C","COC1C=CN=CN=1","InChI=1S/C5H6N2O/c1-8-5-2-3-6-4-7-5/h2-4H,1H3","PENVYHXKYYCYML-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",2.5
"10164","O(C1(=NN=CC=C1))C","COC1C=CC=NN=1","InChI=1S/C5H6N2O/c1-8-5-3-2-4-6-7-5/h2-4H,1H3","ASFHDLDAWYTMJS-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",2.52
"17237","[Se](=O)(C)C","C[Se](C)=O","InChI=1S/C2H6OSe/c1-4(2)3/h1-2H3","OOYOEHGKYKMRJI-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","H+","basic",2.55
"10808","O=C(O)C1(=CC=C(N(C)C)C=C1)","CN(C)C1C=CC(=CC=1)C(O)=O","InChI=1S/C9H11NO2/c1-10(2)8-5-3-7(4-6-8)9(11)12/h3-6H,1-2H3,(H,11,12)","YDIYEOMDOWUDTJ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","NH+","basic",2.57
"10809","O=C(OCC)C1(=CC=C(N)C=C1)","CCOC(=O)C1C=CC(N)=CC=1","InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3","BLFLLBZGZJTVJG-UHFFFAOYSA-N","?","22","mean from 5","a1/apparent","NH2","basic",2.58
"15442","N(=NC1(=CC=C(N(C)C)C=C1))C2(=CC(=C(CC)C=C2)C)","CC1C=C(C=CC=1CC)N=NC1C=CC(=CC=1)N(C)C","InChI=1S/C17H21N3/c1-5-14-6-7-16(12-13(14)2)19-18-15-8-10-17(11-9-15)20(3)4/h6-12H,5H2,1-4H3","BFGIQMYOHPVKJV-UHFFFAOYSA-N","?","24","spectrophotometric","a1/apparent","?","basic",2.6
"11543","O=[N+]([O-])C1(=CC(N)=CC=C1)","NC1C=C(C=CC=1)[N+]([O-])=O","InChI=1S/C6H6N2O2/c7-5-2-1-3-6(4-5)8(9)10/h1-4H,7H2","XJCVRTZCHMZPBD-UHFFFAOYSA-N","?","24","mean from 11","a1/thermodynamic","-NH3%+&","basic",2.6
"13458","[N+]=1(C=2(C(C(NN)=CC=1)=CC=CC=2))(C)","C[N+]1=CC=C(NN)C2=CC=CC=C12","InChI=1S/C10H11N3/c1-13-7-6-9(12-11)8-4-2-3-5-10(8)13/h2-7H,11H2,1H3/p+1","OVHVYXFVTXDQOD-UHFFFAOYSA-O","?","20","potentiometric","a1/apparent","?","basic",2.61
"12414","O=[N+]([O-])C=1(C=2(C(C=C(C=1)N)=CC=CC=2))","NC1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-8-5-7-3-1-2-4-9(7)10(6-8)12(13)14/h1-6H,11H2","QMXYWTRTKVSGPG-UHFFFAOYSA-N","?","25","mean from 2","a/thermodynamic","?","basic",2.62
"16347","O=[N+]([O-])C3(=CC=2(N=C(C=1(OC=CC=1))NC=2C=C3))","[O-][N+](=O)C1=CC2N=C(NC=2C=C1)C1=CC=CO1","InChI=1S/C11H7N3O3/c15-14(16)7-3-4-8-9(6-7)13-11(12-8)10-2-1-5-17-10/h1-6H,(H,12,13)","VAOCIPZCVAFPGT-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",2.64
"16012","ClC1(=NC=2(C=C3(CCCCC3(=CC=2(N1)))))","ClC1NC2C=C3CCCCC3=CC=2N=1","InChI=1S/C11H11ClN2/c12-11-13-9-5-7-3-1-2-4-8(7)6-10(9)14-11/h5-6H,1-4H2,(H,13,14)","OVFSGBXDUGGLTQ-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",2.68
"11247","ClC1(=NC(N)=C2(C=NN(C2(=N1))C))","CN1N=CC2=C(N)N=C(Cl)N=C12","InChI=1S/C6H6ClN5/c1-12-5-3(2-9-12)4(8)10-6(7)11-5/h2H,1H3,(H2,8,10,11)","IXLBKCICUWBZOQ-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",2.69
"12889","N#CC1(=CN(CC=C1)C)","CN1CC=CC(=C1)C#N","InChI=1S/C7H8N2/c1-9-4-2-3-7(5-8)6-9/h2-3,6H,4H2,1H3","ZMTFFNRUQXTNPJ-UHFFFAOYSA-N","?",,,"a/apparent","?","basic",2.7
"12004","S1(C(=NC=C1)C=2(SC=CN=2))","C1=CN=C(S1)C1=NC=CS1","InChI=1S/C6H4N2S2/c1-3-9-5(7-1)6-8-2-4-10-6/h1-4H","SMSLWFZHCONMGQ-UHFFFAOYSA-N","?",,,"a/apparent","?","basic",2.76
"12421","O=[N+]([O-])C=2(C1(=C(N)C=CC=C1C=CC=2))","NC1C=CC=C2C=CC=C(C2=1)[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-8-5-1-3-7-4-2-6-9(10(7)8)12(13)14/h1-6H,11H2","SOOKWSYBWVCXEB-UHFFFAOYSA-N","?","23",,"a/thermodynamic","?","basic",2.79
"11573","OC1(=NNC(=C1CCC)C)","CC1NN=C(O)C=1CCC","InChI=1S/C7H12N2O/c1-3-4-6-5(2)8-9-7(6)10/h3-4H2,1-2H3,(H2,8,9,10)","HGSPSEYJWWSACE-UHFFFAOYSA-N","?",,"potentiometric","b/apparent","?","basic",2.8
"17248","O=CNN","NNC=O","InChI=1S/CH4N2O/c2-3-1-4/h1H,2H2,(H,3,4)","XZBIXDPGRMLSTC-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",2.81
"12898","N#CC1(=CC(N)=CC=C1)","NC1C=C(C=CC=1)C#N","InChI=1S/C7H6N2/c8-5-6-2-1-3-7(9)4-6/h1-4H,9H2","NJXPYZHXZZCTNI-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","-NH3(1+)","basic",2.83
"11959","N2(=C1(N=C(C)NC1=CN=C2))","CC1NC2=CN=CN=C2N=1","InChI=1S/C6H6N4/c1-4-9-5-2-7-3-8-6(5)10-4/h2-3H,1H3,(H,7,8,9,10)","UZQYFLWZKIMYKS-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",2.85
"11824","O=C(NN)C1(=NC=CC=C1)","NNC(=O)C1C=CC=CN=1","InChI=1S/C6H7N3O/c7-9-6(10)5-3-1-2-4-8-5/h1-4H,7H2,(H,9,10)","BAQLNPIEFOYKNB-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",2.86
"15161","N(=NC1(=CC=C(N)C=C1))C2(=CC(=CC=C2)C)","CC1C=C(C=CC=1)N=NC1C=CC(N)=CC=1","InChI=1S/C13H13N3/c1-10-3-2-4-13(9-10)16-15-12-7-5-11(14)6-8-12/h2-9H,14H2,1H3","KCOITMFSLVDOGO-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","basic",2.88
"12423","O=[N+]([O-])C2(=CC=1(C(=CC(N)=CC=1)C=C2))","NC1C=C2C=CC(=CC2=CC=1)[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-9-3-1-8-6-10(12(13)14)4-2-7(8)5-9/h1-6H,11H2","LNYJXDMWSMEVGQ-UHFFFAOYSA-N","?","21",,"a/thermodynamic","?","basic",2.9
"11082","OC=2(C1(=NC=NC(=C1C=CC=2)C))","CC1N=CN=C2C(O)=CC=CC2=1","InChI=1S/C9H8N2O/c1-6-7-3-2-4-8(12)9(7)11-5-10-6/h2-5,12H,1H3","RSHKEEMIDCYLTC-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",2.9
"17869","[Br]C1(=CN=CC=C1)","BrC1=CN=CC=C1","InChI=1S/C5H4BrN/c6-5-2-1-3-7-4-5/h1-4H","NYPYPOZNGOXYSU-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","NH(1+)","basic",2.94
"10220","FC1(=C(N)C=CC=C1)","NC1C=CC=CC=1F","InChI=1S/C6H6FN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2","FTZQXOJYPFINKJ-UHFFFAOYSA-N","?","25","potentiometric","b/thermodynamic","?","basic",2.96
"10999","S(C1(=NC=2(C=NC=NC=2(N1C))))C","CN1C2N=CN=CC=2N=C1SC","InChI=1S/C7H8N4S/c1-11-6-5(3-8-4-9-6)10-7(11)12-2/h3-4H,1-2H3","CHVNAJCSHLYMRZ-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",2.98
"11571","OC1(=NNC(=C1C(C)C)C)","CC1NN=C(O)C=1C(C)C","InChI=1S/C7H12N2O/c1-4(2)6-5(3)8-9-7(6)10/h4H,1-3H3,(H2,8,9,10)","ATGBRCLYHXIDTH-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",3.0
"14539","ClC1(=CC=C(N(CO)C)C=C1)","CN(CO)C1C=CC(Cl)=CC=1","InChI=1S/C8H10ClNO/c1-10(6-11)8-4-2-7(9)3-5-8/h2-5,11H,6H2,1H3","JPCRKZMRCHYQAH-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",3.02
"11876","N(CC#C)(CC#C)CC#C","C#CCN(CC#C)CC#C","InChI=1S/C9H9N/c1-4-7-10(8-5-2)9-6-3/h1-3H,7-9H2","ZHOBJWVNWMQMLF-UHFFFAOYSA-N","?",,"mean from 2","a/apparent","?","basic",3.04
"12087","N=1(NC=2(C(N)=CC=CC=2(C=1)))","NC1=CC=CC2C=NNC=21","InChI=1S/C7H7N3/c8-6-3-1-2-5-4-9-10-7(5)6/h1-4H,8H2,(H,9,10)","OTFFCAGPSWJBDK-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",3.05
"15164","S1(C(=NN=C1C2(=CC=CC=C2))N(CC)CC)","CCN(CC)C1=NN=C(S1)C1C=CC=CC=1","InChI=1S/C12H15N3S/c1-3-15(4-2)12-14-13-11(16-12)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3","RCCXMWAPQQLBAB-UHFFFAOYSA-N","?",,"spectrophotometric","b/apparent","?","basic",3.09
"16554","S(C2(=NC(N)=C3(N(C1(OC(CO)C(C1O)O))C=NC3(=N2))))C","CSC1N=C2N=CN(C3OC(CO)C(O)C3O)C2=C(N)N=1","InChI=1S/C11H15N5O4S/c1-21-11-14-8(12)5-9(15-11)13-3-16(5)10-7(19)6(18)4(2-17)20-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2,12,14,15)","CRYLGGQVMIOMDU-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",3.1
"15552","O3(C(N1(N=C2(N=CN=C(C2(=N1))N)))CC(C3CO)O)","NC1=NC=NC2=NN(N=C21)C1CC(O)C(CO)O1","InChI=1S/C9H12N6O3/c10-8-7-9(12-3-11-8)14-15(13-7)6-1-4(17)5(2-16)18-6/h3-6,16-17H,1-2H2,(H2,10,11,12,14)","LERBDRLELWYCDC-UHFFFAOYSA-N","?","25.1","spectrophotometric","a1/apparent","NH+","basic",3.1
"12422","O=[N+]([O-])C2(=CC=1(C(=CC=C(C=1)N)C=C2))","NC1C=C2C=C(C=CC2=CC=1)[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-9-3-1-7-2-4-10(12(13)14)6-8(7)5-9/h1-6H,11H2","KRHGMPUYSBHCPE-UHFFFAOYSA-N","?","21",,"a/thermodynamic","?","basic",3.13
"13788","O(C1(=NC=2(N=CN=CC=2(N1))))C","COC1NC2C=NC=NC=2N=1","InChI=1S/C6H6N4O/c1-11-6-9-4-2-7-3-8-5(4)10-6/h2-3H,1H3,(H,7,8,9,10)","DYZBUFCIYODTAZ-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","basic",3.14
"10307","N1(=C(C(N)=CN=C1)C)","CC1=NC=NC=C1N","InChI=1S/C5H7N3/c1-4-5(6)2-7-3-8-4/h2-3H,6H2,1H3","DQNDDUOCVSWTOW-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",3.15
"12425","O=[N+]([O-])C=2(C=1(C(=CC(N)=CC=1)C=CC=2))","NC1C=C2C=CC=C(C2=CC=1)[N+]([O-])=O","InChI=1S/C10H8N2O2/c11-8-4-5-9-7(6-8)2-1-3-10(9)12(13)14/h1-6H,11H2","PPYFMWXMDIAZSV-UHFFFAOYSA-N","?","25",,"a/thermodynamic","?","basic",3.16
"17031","O(C1(=C(C#N)C=NC=2(C1=CC=CC=2)))CC","CCOC1C2=CC=CC=C2N=CC=1C#N","InChI=1S/C12H10N2O/c1-2-15-12-9(7-13)8-14-11-6-4-3-5-10(11)12/h3-6,8H,2H2,1H3","YNNZCVACDPGESO-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",3.18
"13006","N1(C(=C(CC)C(=C1)C)C)","CCC1C(C)=CNC=1C","InChI=1S/C8H13N/c1-4-8-6(2)5-9-7(8)3/h5,9H,4H2,1-3H3","ZEBBLOXDLGIMEG-UHFFFAOYSA-N","?",,"mean from 2","a/apparent","?","basic",3.19
"14818","S(=O)(=O)([O-])C3(N7(C6(C2(C1(=C(C=CC=C1)N5(C2C4(C(C3=CCOC4CC5=O)C6))))(CC7))))","OC1=CC2OCC=C3C(N4CCC56C4CC3C2C5N1C1=CC=CC=C61)S(O)(=O)=O","InChI=1S/C21H22N2O5S/c24-17-10-15-18-12-9-16-21(13-3-1-2-4-14(13)23(17)19(18)21)6-7-22(16)20(29(25,26)27)11(12)5-8-28-15/h1-5,10,12,15-16,18-20,24H,6-9H2,(H,25,26,27)","KSULFSCIRCNWCM-UHFFFAOYSA-N","?",,,"a/apparent","?","basic",3.2
"17788","N1(=NC=CC(=C1)C)","CC1=CN=NC=C1","InChI=1S/C5H6N2/c1-5-2-3-6-7-4-5/h2-4H,1H3","AIKUBOPKWKZULG-UHFFFAOYSA-N","?","16","mean from 2","a1/apparent","?","basic",3.22
"17868","IC1(=CN=CC=C1)","IC1=CN=CC=C1","InChI=1S/C5H4IN/c6-5-2-1-3-7-4-5/h1-4H","XDELKSRGBLWMBA-UHFFFAOYSA-N","?","25","spectrophotometric","a/thermodynamic","NHE+","basic",3.25
"10066","S(C1(=NC(N)=NN1))C","CSC1NN=C(N)N=1","InChI=1S/C3H6N4S/c1-8-3-5-2(4)6-7-3/h1H3,(H3,4,5,6,7)","XGWWZKBCQLBJNH-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",3.27
"12495","O=C(OC=2(C1(=NC=CC=C1C=CC=2)))C","C=C(O)OC1=CC=CC2=CC=CN=C21","InChI=1S/C11H9NO2/c1-8(13)14-10-6-2-4-9-5-3-7-12-11(9)10/h2-7,13H,1H2","SIRLNFWRRJRDPU-UHFFFAOYSA-N","?","30","potentiometric","b1/apparent","?","basic",3.3
"13469","O=NC1(=C(O)C=CC2(=C1N=CN2C))","CN1C=NC2C(N=O)=C(O)C=CC1=2","InChI=1S/C8H7N3O2/c1-11-4-9-7-5(11)2-3-6(12)8(7)10-13/h2-4,12H,1H3","UGXKEMXRIUJJDK-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",3.31
"13116","O=C(C1(=CN=CC=C1))C","C=C(O)C1C=CC=NC=1","InChI=1S/C7H7NO/c1-6(9)7-3-2-4-8-5-7/h2-5,9H,1H2","UZOWPXGNSLHEAD-UHFFFAOYSA-N","?","23","mean from 4","a1/apparent","NH(1+)","basic",3.32
"10275","O=C1(C=CN(C)C=C1)","CN1C=CC(=O)C=C1","InChI=1S/C6H7NO/c1-7-4-2-6(8)3-5-7/h2-5H,1H3","OYPBUQASUUMJKG-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",3.33
"11695","O=C(OC)C1(=CC=NC=C1)","COC(=O)C1C=CN=CC=1","InChI=1S/C7H7NO2/c1-10-7(9)6-2-4-8-5-3-6/h2-5H,1H3","OLXYLDUSSBULGU-UHFFFAOYSA-N","?","23","mean from 5","a1/apparent","N","basic",3.38
"16741","O3(C(N2(C1(=NC(=NC=C1N=C2)N)))C(O)C(C3CO)O)","NC1N=C2C(=CN=1)N=CN2C1OC(CO)C(O)C1O","InChI=1S/C10H13N5O4/c11-10-12-1-4-8(14-10)15(3-13-4)9-7(18)6(17)5(2-16)19-9/h1,3,5-7,9,16-18H,2H2,(H2,11,12,14)","JVOJULURLCZUDE-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",3.4
"12965","ON=CC1(=NC=CC=C1)","O=NCC1C=CC=CN=1","InChI=1S/C6H6N2O/c9-8-5-6-3-1-2-4-7-6/h1-4H,5H2","NZNHTKNELYIQNB-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","prot.","basic",3.4
"10224","FC1(=CC(N)=CC=C1)","NC1C=C(F)C=CC=1","InChI=1S/C6H6FN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2","QZVQQUVWFIZUBQ-UHFFFAOYSA-N","?","25","potentiometric","b/thermodynamic","?","basic",3.41
"17046","N=1(NC(N)=C(C=1N)N=NC2(=CC=CC=C2))","NC1=NNC(N)=C1N=NC1C=CC=CC=1","InChI=1S/C9H10N6/c10-8-7(9(11)15-14-8)13-12-6-4-2-1-3-5-6/h1-5H,(H5,10,11,14,15)","BLXRKDXUWQFGAW-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",3.43
"15554","O=C(OC)C=1(C=3(C(N=C2(C=1C=CC=C2))=CC=CC=3))","COC(=O)C1C2=CC=CC=C2N=C2C=CC=CC2=1","InChI=1S/C15H11NO2/c1-18-15(17)14-10-6-2-4-8-12(10)16-13-9-5-3-7-11(13)14/h2-9H,1H3","PGWHWYBRRVQFCI-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.45
"11986","N=1(N=CC2(=CC=CC=C2(C=1)))","C1=NN=CC2=CC=CC=C21","InChI=1S/C8H6N2/c1-2-4-8-6-10-9-5-7(8)3-1/h1-6H","LFSXCDWNBUNEEM-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",3.47
"11500","N1(=NC=CC=C1CCCC)","CCCCC1=CC=CN=N1","InChI=1S/C8H12N2/c1-2-3-5-8-6-4-7-9-10-8/h4,6-7H,2-3,5H2,1H3","XHQORXRKXJXPBL-UHFFFAOYSA-N","?","18","potentiometric","a/apparent","?","basic",3.49
"15112","OC2(=C(N=NC=1(C(=NNC=1N)N))C=CC=C2)","NC1=NNC(N)=C1N=NC1C=CC=CC=1O","InChI=1S/C9H10N6O/c10-8-7(9(11)15-14-8)13-12-5-3-1-2-4-6(5)16/h1-4,16H,(H5,10,11,14,15)","NMUKEYNAORQEIT-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",3.51
"17189","FC3(=C1(C(C=2(C=CC(=CC=2(C1))N))=CC=C3))","NC1=CC2CC3=C(F)C=CC=C3C=2C=C1","InChI=1S/C13H10FN/c14-13-3-1-2-11-10-5-4-9(15)6-8(10)7-12(11)13/h1-6H,7,15H2","IVTOGTCHWXYMEG-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",3.54
"17905","N1(=C(N=CC=C1)N)","NC1N=CC=CN=1","InChI=1S/C4H5N3/c5-4-6-2-1-3-7-4/h1-3H,(H2,5,6,7)","LJXQPZWIHJMPQQ-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","NH(1+)","basic",3.55
"14030","N=2(C=1(C(=C(N)C=CC=1)C=NC=2))","NC1C=CC=C2N=CN=CC2=1","InChI=1S/C8H7N3/c9-7-2-1-3-8-6(7)4-10-5-11-8/h1-5H,9H2","KWHDQPVGKVPPPS-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",3.57
"16803","ClC3(=CC=2(N(C1(=C(C=CC=C1)SC=2C=C3))CCC[NH+]4(CCN(CCO)CC4)))","OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1","InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2","RGCVKNLCSQQDEP-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",3.59
"10160","O=C(N1(C=NC=C1))C","C=C(O)N1C=NC=C1","InChI=1S/C5H6N2O/c1-5(8)7-3-2-6-4-7/h2-4,8H,1H2","YUFVOKKDUKCPKF-UHFFFAOYSA-N","?","25",,"b1/thermodynamic","?","basic",3.6
"17815","[Br]C=1(SC(N)=NC=1)","NC1=NC=C(Br)S1","InChI=1S/C3H3BrN2S/c4-2-1-6-3(5)7-2/h1H,(H2,5,6)","ARHCLXWELPFVFQ-UHFFFAOYSA-N","?","25","potentiometric","a1/thermodynamic","?","basic",3.61
"10228","S(C1(=NC=CC=C1))C","CSC1C=CC=CN=1","InChI=1S/C6H7NS/c1-8-6-4-2-3-5-7-6/h2-5H,1H3","VLQBSKLZRSUMTJ-UHFFFAOYSA-N","?","20","potentiometric","apparent","NH+","basic",3.62
"12975","O(C1(=NC=NC(=C1)C))C","CC1=CC(=NC=N1)OC","InChI=1S/C6H8N2O/c1-5-3-6(9-2)8-4-7-5/h3-4H,1-2H3","GGFJPYWUQCOYLQ-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",3.65
"15562","N3(=C(NCC1(=CC=CC=C1))C2(=C(N(C)N=C2)N=C3))","CN1N=CC2C(NCC3C=CC=CC=3)=NC=NC1=2","InChI=1S/C13H13N5/c1-18-13-11(8-17-18)12(15-9-16-13)14-7-10-5-3-2-4-6-10/h2-6,8-9H,7H2,1H3,(H,14,15,16)","IGHOYJOUGQNIAB-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.66
"13448","O(C1(=NC(N)=C2(C=NN(C2(=N1))C)))C","COC1N=C2C(C=NN2C)=C(N)N=1","InChI=1S/C7H9N5O/c1-12-6-4(3-9-12)5(8)10-7(11-6)13-2/h3H,1-2H3,(H2,8,10,11)","QXDPBVZHDZDTGK-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.66
