"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"15269","O=C(O)C1(OC(OC(C(C)C)C(C)C)C(O)C(C1O)O)","CC(C)C(OC1OC(C(O)C(O)C1O)=C(O)O)C(C)C","InChI=1S/C13H24O7/c1-5(2)10(6(3)4)19-13-9(16)7(14)8(15)11(20-13)12(17)18/h5-10,13-18H,1-4H3","HFNKTZWZAYXIHD-UHFFFAOYSA-N","?","22","potentiometric","a/apparent","?","acidic",3.89
"11399","ClC=1(SC(CC(=O)O)=CC=1)","OC(O)=CC1=CC=C(Cl)S1","InChI=1S/C6H5ClO2S/c7-5-2-1-4(10-5)3-6(8)9/h1-3,8-9H","OKPIRZJZERAACB-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.89
"14184","S(C1(=C(C(=O)O)C=CC=C1))C","CSC1C=CC=CC=1C(O)=O","InChI=1S/C8H8O2S/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)","LWJQGKJCZOGGPJ-UHFFFAOYSA-N","?","25",,"a1/apparent","H(+)","acidic",3.89
"13326","O[N+]=1(C=2(C(C(NO)=CC=1)=CC=CC=2))","ONC1=CC=[N+](O)C2=CC=CC=C21","InChI=1S/C9H8N2O2/c12-10-8-5-6-11(13)9-4-2-1-3-7(8)9/h1-6,12-13H/p+1","KCGKBOFRVKLKOO-UHFFFAOYSA-O","?","25","mean from 2","a1/apparent","N-O","acidic",3.89
"15483","O3(C(OC2(C(OC([N+]1(=C(O)N=C(N)C=C1))CC2)C))C(O)C(O)C(C3C)[NH+](C)C)","CN(C)C1C(O)C(O)C(OC1C)OC1CCC(OC1C)[N+]1=CC=C(N)N=C1O","InChI=1S/C18H30N4O6/c1-9-11(5-6-13(26-9)22-8-7-12(19)20-18(22)25)28-17-16(24)15(23)14(21(3)4)10(2)27-17/h7-11,13-17,23-24H,5-6H2,1-4H3,(H2,19,20,25)/p+1","XWEBNXCXASNJFB-UHFFFAOYSA-O","?",,"potentiometric","a1/apparent","?","acidic",3.9
"14051","ClC2(=C1(N=NN(C1=CC=C2)O))","ON1N=NC2=C(Cl)C=CC=C12","InChI=1S/C6H4ClN3O/c7-4-2-1-3-5-6(4)8-9-10(5)11/h1-3,11H","XUQBZZQPEHDPFH-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","OH","acidic",3.9
"11597","O[N+]1(=CC=C(N(C)C)C=C1)","CN(C)C1C=C[N+](O)=CC=1","InChI=1S/C7H11N2O/c1-8(2)7-3-5-9(10)6-4-7/h3-6,10H,1-2H3/q+1","JFVVCALPURGJLO-UHFFFAOYSA-N","?","24","mean from 2","b1/apparent","O-H","acidic",3.9
"11411","FC1(=CC(C(=O)O)=CC=C1)","OC(=O)C1C=C(F)C=CC=1","InChI=1S/C7H5FO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)","MXNBDFWNYRNIBH-UHFFFAOYSA-N","?","16","mean from 2","a1/thermodynamic","COOH","acidic",3.9
"12172","O=[N+]([O-])C=CC1(=CC(C(=O)O)=CC=C1)","[O-][N+](=O)C=CC1=CC(=CC=C1)C(O)=O","InChI=1S/C9H7NO4/c11-9(12)8-3-1-2-7(6-8)4-5-10(13)14/h1-6H,(H,11,12)","GGKIXJPRNNYPLG-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.9
"12199","O=C(O)CC(C#N)CC1(=CC=CC=C1)","N#CC(CC1C=CC=CC=1)C=C(O)O","InChI=1S/C11H11NO2/c12-8-10(7-11(13)14)6-9-4-2-1-3-5-9/h1-5,7,10,13-14H,6H2","OXGRLCKRFRAPRN-UHFFFAOYSA-N","?","25","conductometric","a/apparent","?","acidic",3.91
"13299","O(C2(=CC(C1(=NN=NN1))=CC=C2))C","COC1=CC(=CC=C1)C1NN=NN=1","InChI=1S/C8H8N4O/c1-13-7-4-2-3-6(5-7)8-9-11-12-10-8/h2-5H,1H3,(H,9,10,11,12)","KVMUPWSDGZTZGM-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","NH","acidic",3.91
"12198","O=C(O)C(C1(=CC=CC=C1))CCC#N","N#CCCC(C1C=CC=CC=1)=C(O)O","InChI=1S/C11H11NO2/c12-8-4-7-10(11(13)14)9-5-2-1-3-6-9/h1-3,5-6,13-14H,4,7H2","OVFHNEDMAIYLLG-UHFFFAOYSA-N","?","25","conductometric","a/apparent","?","acidic",3.92
"12683","O=C(O)CCC[NH2+]CC","CCNCCC=C(O)O","InChI=1S/C6H13NO2/c1-2-7-5-3-4-6(8)9/h4,7-9H,2-3,5H2,1H3","CXGUMNARIVWLJE-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",3.92
"14255","O=C(O)C1(=C(C=CC(=C1)O)C)","CC1C=CC(O)=CC=1C(O)=O","InChI=1S/C8H8O3/c1-5-2-3-6(9)4-7(5)8(10)11/h2-4,9H,1H3,(H,10,11)","ZIOYQUNKXJQXQY-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",3.92
"10660","O=C1(NCC(=O)NC1CC(=O)O)","OC1N=CC(O)NC=1CC(O)=O","InChI=1S/C6H8N2O4/c9-4-2-7-6(12)3(8-4)1-5(10)11/h2,4,8-9,12H,1H2,(H,10,11)","UGRCAJMEOMDYCJ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.93
"11176","O=C(O)C1(=CCC2([NH+](C1CC2)C))","CN1C2CCC1CC=C2C(O)=O","InChI=1S/C9H13NO2/c1-10-6-2-4-7(9(11)12)8(10)5-3-6/h4,6,8H,2-3,5H2,1H3,(H,11,12)","HZGRVVUQEIBCMS-UHFFFAOYSA-N","?","16",,"a/apparent","?","acidic",3.93
"10052","O=C(O)C1(=COC=C1)","OC(=O)C1C=COC=1","InChI=1S/C5H4O3/c6-5(7)4-1-2-8-3-4/h1-3H,(H,6,7)","IHCCAYCGZOLTEU-UHFFFAOYSA-N","?","20","mean from 4","a1/thermodynamic","?","acidic",3.94
"12173","O=[N+]([O-])C=CC1(=CC=C(C(=O)O)C=C1)","[O-][N+](=O)C=CC1C=CC(=CC=1)C(O)=O","InChI=1S/C9H7NO4/c11-9(12)8-3-1-7(2-4-8)5-6-10(13)14/h1-6H,(H,11,12)","GFQGFOJCOPZGPB-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.94
"14690","O=C(O)C(C(C#N)C1(=CC=CC=C1))(C)C","CC(C)(C(C#N)C1C=CC=CC=1)C(O)=O","InChI=1S/C12H13NO2/c1-12(2,11(14)15)10(8-13)9-6-4-3-5-7-9/h3-7,10H,1-2H3,(H,14,15)","JVZINQFFPOILEM-UHFFFAOYSA-N","?","25","conductometric","apparent","?","acidic",3.95
"10431","S=C(S)N(CC)CC","CCN(CC)C(S)=S","InChI=1S/C5H11NS2/c1-3-6(4-2)5(7)8/h3-4H2,1-2H3,(H,7,8)","LMBWSYZSUOEYSN-UHFFFAOYSA-N","?","25",,"a/apparent","?","acidic",3.95
"10452","O=C(O)CC(C#N)C","CC(C=C(O)O)C#N","InChI=1S/C5H7NO2/c1-4(3-6)2-5(7)8/h2,4,7-8H,1H3","QZWPYSOANOAOEO-UHFFFAOYSA-N","?","25","conductometric","apparent","?","acidic",3.95
"11926","O=C(O)C(C(=O)N)=C(C)C","CC(C)=C(C(N)=O)C(O)=O","InChI=1S/C6H9NO3/c1-3(2)4(5(7)8)6(9)10/h1-2H3,(H2,7,8)(H,9,10)","ZGXJCRZEBWFJNI-UHFFFAOYSA-N","?","25",,"a/apparent","?","acidic",3.95
"12715","O=C(O)C12(CCC(C1)C2)","OC(=O)C12CC(C1)CC2","InChI=1S/C7H10O2/c8-6(9)7-2-1-5(3-7)4-7/h5H,1-4H2,(H,8,9)","UOABUWSTCXPWNK-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","acidic",3.96
"11402","SC1(=CC(C(=O)O)=CC=C1)","OC(=O)C1C=C(S)C=CC=1","InChI=1S/C7H6O2S/c8-7(9)5-2-1-3-6(10)4-5/h1-4,10H,(H,8,9)","RSFDFESMVAIVKO-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","COOH","acidic",3.96
"14215","[Br]C1(=C(C=CC(=C1)C(=O)O)C)","CC1C=CC(=CC=1Br)C(O)=O","InChI=1S/C8H7BrO2/c1-5-2-3-6(8(10)11)4-7(5)9/h2-4H,1H3,(H,10,11)","ZFJOMUKPDWNRFI-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",3.96
"11898","O=C(O)C(C(C#N)C)(C)C","CC(C#N)C(C)(C)C(O)=O","InChI=1S/C7H11NO2/c1-5(4-8)7(2,3)6(9)10/h5H,1-3H3,(H,9,10)","JITNLZXUSMVYOK-UHFFFAOYSA-N","?","25","conductometric","a1/thermodynamic","?","acidic",3.97
"12566","FC(F)(F)C2(=CC=1(N(O)N=NC=1C=C2))","ON1N=NC2C=CC(=CC1=2)C(F)(F)F","InChI=1S/C7H4F3N3O/c8-7(9,10)4-1-2-5-6(3-4)13(14)12-11-5/h1-3,14H","DGIBHCWBCOAPDN-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","OH","acidic",3.97
"14174","O=C(O)C1(=C(C=CC(=C1)C)C)","CC1=CC(C(O)=O)=C(C)C=C1","InChI=1S/C9H10O2/c1-6-3-4-7(2)8(5-6)9(10)11/h3-5H,1-2H3,(H,10,11)","XZRHNAFEYMSXRG-UHFFFAOYSA-N","?","24","mean from 5","a1/thermodynamic","C(=O)O-H","acidic",3.97
"12695","O=C(O)C=CC(=O)NC","CNC(=O)C=CC(O)=O","InChI=1S/C5H7NO3/c1-6-4(7)2-3-5(8)9/h2-3H,1H3,(H,6,7)(H,8,9)","DFQUBYCHLQAFOW-UHFFFAOYSA-N","?","39","spectrophotometric","a1/apparent","?","acidic",3.98
"11409","ClC1(=CC=C(C(=O)O)C=C1)","OC(=O)C1C=CC(Cl)=CC=1","InChI=1S/C7H5ClO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)","XRHGYUZYPHTUJZ-UHFFFAOYSA-N","?","23","mean from 11","a1/apparent","?","acidic",3.98
"13373","O=[N+]([O-])C1(=C(O)C=CC2(=C1CC2=O))","[O-][N+](=O)C1C2C=C(O)C=2C=CC=1O","InChI=1S/C8H5NO4/c10-6-2-1-4-5(3-7(4)11)8(6)9(12)13/h1-3,10-11H","DVQITWVOZNSBSI-UHFFFAOYSA-N","?","25","potentiometric","a1/thermodynamic","OH","acidic",3.98
"10305","N1(=NNC(=N1)CC[NH3+])","NCCC1NN=NN=1","InChI=1S/C3H7N5/c4-2-1-3-5-7-8-6-3/h1-2,4H2,(H,5,6,7,8)","MZYXHLMULHPGKX-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",3.99
"12928","O=C(O)C1(=NNC(=C1)C)","CC1=CC(=NN1)C(O)=O","InChI=1S/C5H6N2O2/c1-3-2-4(5(8)9)7-6-3/h2H,1H3,(H,6,7)(H,8,9)","WSMQKESQZFQMFW-UHFFFAOYSA-N","?","22","potentiometric","a/thermodynamic","?","acidic",3.99
"11418","[Br]C1(=CC=C(C(=O)O)C=C1)","OC(=O)C1C=CC(Br)=CC=1","InChI=1S/C7H5BrO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)","TUXYZHVUPGXXQG-UHFFFAOYSA-N","?","20","mean from 3","a1/apparent","?","acidic",3.99
"16571","O=C(O)C(C1(=C(C=C(C)C=C1C)C))C2(=CC=CC=C2)","CC1C=C(C)C=C(C)C=1C(C1C=CC=CC=1)=C(O)O","InChI=1S/C17H18O2/c1-11-9-12(2)15(13(3)10-11)16(17(18)19)14-7-5-4-6-8-14/h4-10,18-19H,1-3H3","FIISCISWFWQNHO-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",4.0
"10789","[Se](=O)(O)C1(=CC=C([N+](=O)[O-])C=C1)","[O-][N+](=O)C1C=CC(=CC=1)[Se](O)=O","InChI=1S/C6H5NO4Se/c8-7(9)5-1-3-6(4-2-5)12(10)11/h1-4H,(H,10,11)","USMJVDATOXYUHA-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",4.0
"11558","O=C(O)CCC=1([NH+]=CNC=1)","OC(O)=CCC1=CNC=N1","InChI=1S/C6H8N2O2/c9-6(10)2-1-5-3-7-4-8-5/h2-4,9-10H,1H2,(H,7,8)","HGFCMLRDXQCETL-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",4.0
"16437","O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)CCC","CCCC(O)C(=C(O)O)C1C=CC(=CC=1)C1C=CC=CC=1","InChI=1S/C18H20O3/c1-2-6-16(19)17(18(20)21)15-11-9-14(10-12-15)13-7-4-3-5-8-13/h3-5,7-12,16,19-21H,2,6H2,1H3","OKMSDTQXYOZXTD-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","?","acidic",4.01
"10324","OC1(=NC(=[NH+]C=C1)N)","NC1N=C(O)C=CN=1","InChI=1S/C4H5N3O/c5-4-6-2-1-3(8)7-4/h1-2H,(H3,5,6,7,8)","XQCZBXHVTFVIFE-UHFFFAOYSA-N","?","25","potentiometric","apparent","?","acidic",4.01
"11168","O2(N=C(C1(=CC=CC=C1))C=C2O)","OC1=CC(=NO1)C1C=CC=CC=1","InChI=1S/C9H7NO2/c11-9-6-8(10-12-9)7-4-2-1-3-5-7/h1-6,11H","LTZXORXEHPKYKI-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",4.01
"11906","O=C(O)CCC[N+](C)(C)C","C[N+](C)(C)CCC=C(O)O","InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h5H,4,6H2,1-3H3,(H-,9,10)/p+1","SWJDYLQQTFXKSR-UHFFFAOYSA-O","?","25","potentiometric","a1/apparent","?","acidic",4.02
"11810","ClC1(=NN(C)C(=N1)NN=O)","CN1N=C(Cl)N=C1NN=O","InChI=1S/C3H4ClN5O/c1-9-3(6-8-10)5-2(4)7-9/h1H3,(H,5,6,7,10)","MTDCGPHKFFACFE-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","N-H","acidic",4.03
"10469","O=C(O)CCC[NH2+]C","CNCCC=C(O)O","InChI=1S/C5H11NO2/c1-6-4-2-3-5(7)8/h3,6-8H,2,4H2,1H3","UOIPIPHHEAFLIV-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","O-H","acidic",4.03
"14216","[Br]C1(=C(C=C(C(=O)O)C=C1)C)","CC1C=C(C=CC=1Br)C(O)=O","InChI=1S/C8H7BrO2/c1-5-4-6(8(10)11)2-3-7(5)9/h2-4H,1H3,(H,10,11)","KWVXDZLVCISXIB-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",4.03
"15779","O2(C([N+]1(=C(O)N=C(NC)C(=C1)C))CC(C2CO)O)","CC1=C[N+](C2CC(O)C(CO)O2)=C(O)N=C1NC","InChI=1S/C11H17N3O4/c1-6-4-14(11(17)13-10(6)12-2)9-3-7(16)8(5-15)18-9/h4,7-9,15-16H,3,5H2,1-2H3,(H,12,13,17)/p+1","SUURDKULGPGHGO-UHFFFAOYSA-O","?",,"spectrophotometric","a/apparent","?","acidic",4.04
"17338","ClCCC(=O)O","OC(O)=CCCl","InChI=1S/C3H5ClO2/c4-2-1-3(5)6/h1,5-6H,2H2","MSADAOXJUGEIRH-UHFFFAOYSA-N","?","18","mean from 2","a1/apparent","?","acidic",4.04
"17891","OC1(=CC=[NH+]C=C1)","OC1C=CN=CC=1","InChI=1S/C5H5NO/c7-5-1-3-6-4-2-5/h1-4H,(H,6,7)","GCNTZFIIOFTKIY-UHFFFAOYSA-N","?","24","mean from 2","a1/apparent","NH(+)","acidic",4.04
"12648","O=C(O)CC(C#N)(C)C","CC(C)(C=C(O)O)C#N","InChI=1S/C6H9NO2/c1-6(2,4-7)3-5(8)9/h3,8-9H,1-2H3","PXHCXSIIYORHHY-UHFFFAOYSA-N","?","25","conductometric","a1/apparent","?","acidic",4.04
"14245","O=C(O)C1(O)(CCCCCC1)","OC(=O)C1(O)CCCCCC1","InChI=1S/C8H14O3/c9-7(10)8(11)5-3-1-2-4-6-8/h11H,1-6H2,(H,9,10)","IVOHSGDSPNQSDJ-UHFFFAOYSA-N","?","25","conductometric","apparent","?","acidic",4.04
"14122","O=C(O)CCC#CC#CC[NH3+]","NCC#CC#CCC=C(O)O","InChI=1S/C8H9NO2/c9-7-5-3-1-2-4-6-8(10)11/h6,10-11H,4,7,9H2","SRUIXOHMXRMONN-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",4.05
"17733","O=C(O)CCC[NH3+]","NCCC=C(O)O","InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h2,6-7H,1,3,5H2","FVLGBQWPJCHCCG-UHFFFAOYSA-N","?","25","mean from 7","a1/apparent","COOH","acidic",4.06
"14204","ClC1(=C(C=CC(=C1)C(=O)O)C)","CC1C=CC(=CC=1Cl)C(O)=O","InChI=1S/C8H7ClO2/c1-5-2-3-6(8(10)11)4-7(5)9/h2-4H,1H3,(H,10,11)","SDKUOEOJAXGCLU-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",4.06
"13704","O=C(O)C1(=CC=C(CC(=O)N)C=C1)","N=C(O)CC1C=CC(=CC=1)C(O)=O","InChI=1S/C9H9NO3/c10-8(11)5-6-1-3-7(4-2-6)9(12)13/h1-4H,5H2,(H2,10,11)(H,12,13)","YMKXCDDRWMQOBA-UHFFFAOYSA-N","?","25",,"a1/thermodynamic","COO-H","acidic",4.06
"17503","PCC(=O)O","OC(O)=CP","InChI=1S/C2H5O2P/c3-2(4)1-5/h1,3-4H,5H2","IYUOMKWZHFURLW-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",4.07
"10784","[Se](=O)(O)C1(=CC([N+](=O)[O-])=CC=C1)","[O-][N+](=O)C1C=C(C=CC=1)[Se](O)=O","InChI=1S/C6H5NO4Se/c8-7(9)5-2-1-3-6(4-5)12(10)11/h1-4H,(H,10,11)","ORRAQNGIGLIGBB-UHFFFAOYSA-N","?","25","potentiometric","apparent","?","acidic",4.07
"12845","O=C(O)CC1(=COC=C1)","OC(O)=CC1=COC=C1","InChI=1S/C6H6O3/c7-6(8)3-5-1-2-9-4-5/h1-4,7-8H","RUCGLGNOVCLZCY-UHFFFAOYSA-N","?","25",,"a1/thermodynamic","?","acidic",4.07
"14205","ClC1(=C(C=C(C(=O)O)C=C1)C)","CC1C=C(C=CC=1Cl)C(O)=O","InChI=1S/C8H7ClO2/c1-5-4-6(8(10)11)2-3-7(5)9/h2-4H,1H3,(H,10,11)","MRUKIIWRMSYKML-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",4.07
"15358","O=C(O)C3(=CC1(=C(N(C)C(=C1C)CN2(C=[NH+]C=C2))C=C3))","CN1C(CN2C=NC=C2)=C(C)C2=CC(=CC=C12)C(O)=O","InChI=1S/C15H15N3O2/c1-10-12-7-11(15(19)20)3-4-13(12)17(2)14(10)8-18-6-5-16-9-18/h3-7,9H,8H2,1-2H3,(H,19,20)","MMLBTGWLFUJNGP-UHFFFAOYSA-N","?","25",,"a1/apparent","COOH","acidic",4.08
"17771","[Br]C1(C(C(=O)O)C1)","OC(O)=C1CC1Br","InChI=1S/C4H5BrO2/c5-3-1-2(3)4(6)7/h3,6-7H,1H2","BAODAIZTEAQGNE-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",4.09
"11288","ClC2(=C(C=1(N=NN(C=1C=C2)O))C)","CC1=C(Cl)C=CC2=C1N=NN2O","InChI=1S/C7H6ClN3O/c1-4-5(8)2-3-6-7(4)9-10-11(6)12/h2-3,12H,1H3","JYPUXYSLKKKPCY-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","OH","acidic",4.09
"10985","N1(=NNC(=N1)C2(=C(C=CC=C2)C))","CC1C=CC=CC=1C1NN=NN=1","InChI=1S/C8H8N4/c1-6-4-2-3-5-7(6)8-9-11-12-10-8/h2-5H,1H3,(H,9,10,11,12)","MTBUOESFHRORQT-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","NH","acidic",4.09
"16599","O=[N+]([O-])C2(=CC1(=[NH+]C=C(C(=O)OCC)C(=C1C=C2)O))","CCOC(=O)C1=CN=C2C=C(C=CC2=C1O)[N+]([O-])=O","InChI=1S/C12H10N2O5/c1-2-19-12(16)9-6-13-10-5-7(14(17)18)3-4-8(10)11(9)15/h3-6H,2H2,1H3,(H,13,15)","LYNIYLCGKJWHSC-UHFFFAOYSA-N","?","30","potentiometric","a1/apparent","H(1+)","acidic",4.1
"12610","O=[N+]([O-])C(=[N+](O)[O-])CC","CC/C(=[N+](/[O-])\O)/[N+]([O-])=O","InChI=1S/C3H6N2O4/c1-2-3(4(6)7)5(8)9/h2H2,1H3,(H,6,7)","ZETYZKDYWSQXGG-UHFFFAOYSA-N","?","25","potentiometric","apparent","?","acidic",4.1
"10970","O=C2(OC1(=C(C=CC=C1)C(=C2)O))","OC1=CC(=O)OC2C=CC=CC=21","InChI=1S/C9H6O3/c10-7-5-9(11)12-8-4-2-1-3-6(7)8/h1-5,10H","VXIXUWQIVKSKSA-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","H of OH","acidic",4.1
"13661","O=C(O)CCC[N+]1(CCCCC1)(C)","C[N+]1(CCC=C(O)O)CCCCC1","InChI=1S/C10H19NO2/c1-11(7-3-2-4-8-11)9-5-6-10(12)13/h6H,2-5,7-9H2,1H3,(H-,12,13)/p+1","KLANBWUPDFSDSU-UHFFFAOYSA-O","?","25",,"a1/apparent","?","acidic",4.11
"12839","O=C(O)C1(O)(CCCC1)","OC(=O)C1(O)CCCC1","InChI=1S/C6H10O3/c7-5(8)6(9)3-1-2-4-6/h9H,1-4H2,(H,7,8)","JJABOWZNFOCHMN-UHFFFAOYSA-N","?","25","conductometric","apparent","?","acidic",4.11
"13219","O=C(O)CCC#CC#CCCC[NH3+]","NCCCC#CC#CCC=C(O)O","InChI=1S/C10H13NO2/c11-9-7-5-3-1-2-4-6-8-10(12)13/h8,12-13H,5-7,9,11H2","CEDHIFXXGWMUCO-UHFFFAOYSA-N","?","20","mean from 3","a1/apparent","?","acidic",4.12
"11345","O=C(O)CCC#CC#CCC[NH3+]","NCCC#CC#CCC=C(O)O","InChI=1S/C9H11NO2/c10-8-6-4-2-1-3-5-7-9(11)12/h7,11-12H,5-6,8,10H2","OROGSCALHOUMNI-UHFFFAOYSA-N","?","20",,"a1/apparent","?","acidic",4.12
"16438","O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)C(C)C","CC(C)C(O)C(=C(O)O)C1=CC=C(C=C1)C1=CC=CC=C1","InChI=1S/C18H20O3/c1-12(2)17(19)16(18(20)21)15-10-8-14(9-11-15)13-6-4-3-5-7-13/h3-12,17,19-21H,1-2H3","HIPSZYMRUDMAMH-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","?","acidic",4.13
"10470","O=C(O)CCC([NH3+])C","CC(N)CC=C(O)O","InChI=1S/C5H11NO2/c1-4(6)2-3-5(7)8/h3-4,7-8H,2,6H2,1H3","SMCJOTSESRXXMB-UHFFFAOYSA-N","?","25","potentiometric","apparent","CO2H","acidic",4.13
"10584","O=C(O)C1(=CC(OC)=C(C)C=C1)","CC1C=CC(=CC=1OC)C(O)=O","InChI=1S/C9H10O3/c1-6-3-4-7(9(10)11)5-8(6)12-2/h3-5H,1-2H3,(H,10,11)","CEAVPXDEPGAVDA-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",4.13
"17621","ClCC=CC(=O)O","OC(=O)C=CCCl","InChI=1S/C4H5ClO2/c5-3-1-2-4(6)7/h1-2H,3H2,(H,6,7)","TVOMCUWVZVBDBG-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",4.14
"13509","O=C(O)C1(=CC(OC(C)C)=CC=C1)","CC(C)OC1C=C(C=CC=1)C(O)=O","InChI=1S/C10H12O3/c1-7(2)13-9-5-3-4-8(6-9)10(11)12/h3-7H,1-2H3,(H,11,12)","QPVBLLQBUNVSJT-UHFFFAOYSA-N","?","20","potentiometric","thermodynamic","?","acidic",4.15
"17348","PC(C(=O)O)C","CC(P)=C(O)O","InChI=1S/C3H7O2P/c1-2(6)3(4)5/h4-5H,6H2,1H3","HMEFNOVQVLYGLY-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",4.15
"14053","ClC2(=CC=1(N(O)N=NC=1C=C2))","ON1N=NC2C=CC(Cl)=CC1=2","InChI=1S/C6H4ClN3O/c7-4-1-2-5-6(3-4)10(11)9-8-5/h1-3,11H","TZCYLJGNWDVJRA-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","OH","acidic",4.15
"10984","N1(=NNC(=N1)C2(=CC(=CC=C2)C))","CC1C=C(C=CC=1)C1NN=NN=1","InChI=1S/C8H8N4/c1-6-3-2-4-7(5-6)8-9-11-12-10-8/h2-5H,1H3,(H,9,10,11,12)","GWZNHKMUSLKULV-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","NH","acidic",4.15
"10609","O=C(O)C1(=C(C(=O)C)C=CC=C1)","C=C(O)C1C=CC=CC=1C(O)=O","InChI=1S/C9H8O3/c1-6(10)7-4-2-3-5-8(7)9(11)12/h2-5,10H,1H2,(H,11,12)","DJKLUGGAQRXDON-UHFFFAOYSA-N","?","23","mean from 3","a1/apparent","H(+)","acidic",4.15
"15800","S(=O)(=O)(NC=1(ON=C(C=1C)C))C2(=CC=C(N)C=C2)","CC1=C(NS(=O)(=O)C2C=CC(N)=CC=2)ON=C1C","InChI=1S/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3","NHUHCSRWZMLRLA-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",4.16
"15371","O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)CC","CCC(O)C(C1C=CC(=CC=1)C1C=CC=CC=1)=C(O)O","InChI=1S/C17H18O3/c1-2-15(18)16(17(19)20)14-10-8-13(9-11-14)12-6-4-3-5-7-12/h3-11,15,18-20H,2H2,1H3","KOUAOXUCLFGDEJ-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","?","acidic",4.16
"11412","FC1(=CC=C(C(=O)O)C=C1)","OC(=O)C1C=CC(F)=CC=1","InChI=1S/C7H5FO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)","BBYDXOIZLAWGSL-UHFFFAOYSA-N","?","25","potentiometric","b1/apparent","COOH","acidic",4.16
"14610","O=C(O)CCC#CC#CCCCCC[NH3+]","NCCCCCC#CC#CCC=C(O)O","InChI=1S/C12H17NO2/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h10,14-15H,3,5,7-9,11,13H2","HAMIRWFGOJJEGO-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",4.17
