"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"12361","S2(C1(=NC(=NC(=C1N=C2)N)CCCC))","CCCCC1N=C2SC=NC2=C(N)N=1","InChI=1S/C9H12N4S/c1-2-3-4-6-12-8(10)7-9(13-6)14-5-11-7/h5H,2-4H2,1H3,(H2,10,12,13)","JFRKXOHXINEMCO-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",3.49
"11575","OC=1(N(N=C(C=1CC)C)C)","CC1=NN(C)C(O)=C1CC","InChI=1S/C7H12N2O/c1-4-6-5(2)8-9(3)7(6)10/h10H,4H2,1-3H3","CDIOKCGSAMQTGI-UHFFFAOYSA-N","?",,"potentiometric","b/apparent","?","basic",3.5
"11998","N=1(C=2(C(C=NC=1)=CC=CC=2))","C1=NC=NC2=CC=CC=C21","InChI=1S/C8H6N2/c1-2-4-8-7(3-1)5-9-6-10-8/h1-6H","JWVCLYRUEFBMGU-UHFFFAOYSA-N","?","20","potentiometric","a2/apparent","?","basic",3.51
"14350","O=C(N(C1(=CN=CC=C1))C)C","CN(C(=C)O)C1C=CC=NC=1","InChI=1S/C8H10N2O/c1-7(11)10(2)8-4-3-5-9-6-8/h3-6,11H,1H2,2H3","LIWILVNWWFZRJR-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",3.52
"16740","O3(C(N2(C1(=NC=NC(=C1N=C2)N)))C(O)C(C3CO)O)","NC1N=CN=C2C=1N=CN2C1OC(CO)C(O)C1O","InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","OIRDTQYFTABQOQ-UHFFFAOYSA-N","?","22","mean from 7","a1/apparent","?","basic",3.53
"16331","N3(=C(NC1(=CC=CC=C1))C2(=C(N(C)N=C2)N=C3))","CN1N=CC2C(NC3C=CC=CC=3)=NC=NC1=2","InChI=1S/C12H11N5/c1-17-12-10(7-15-17)11(13-8-14-12)16-9-5-3-2-4-6-9/h2-8H,1H3,(H,13,14,16)","LTLUFTPFPWSLSB-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.53
"11671","[Br]C1(=CC(=C(N)C(=C1)C)C)","CC1=CC(Br)=CC(C)=C1N","InChI=1S/C8H10BrN/c1-5-3-7(9)4-6(2)8(5)10/h3-4H,10H2,1-2H3","QGLAYJCJLHNIGJ-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","basic",3.54
"13916","[Br]C=1(C=2(C(C=NC=1)=CC=CC=2))","BrC1=CN=CC2=CC=CC=C21","InChI=1S/C9H6BrN/c10-9-6-11-5-7-3-1-2-4-8(7)9/h1-6H","SCRBSGZBTHKAHU-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","N(+)-H","basic",3.54
"17042","O=[N+]([O-])C=2(C=1(C(=NC=CC=1)C(OC)=CC=2))","COC1=CC=C(C2=CC=CN=C12)[N+]([O-])=O","InChI=1S/C10H8N2O3/c1-15-9-5-4-8(12(13)14)7-3-2-6-11-10(7)9/h2-6H,1H3","TUICZSFZAWPHQN-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","H+ of NH+","basic",3.55
"14468","O=C(OC)C1(=CC(N)=CC=C1)","COC(=O)C1C=CC=C(N)C=1","InChI=1S/C8H9NO2/c1-11-8(10)6-3-2-4-7(9)5-6/h2-5H,9H2,1H3","VZDNXXPBYLGWOS-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","?","basic",3.55
"10087","N=1(N(C=C(C=1C)C)C)","CC1=NN(C)C=C1C","InChI=1S/C6H10N2/c1-5-4-8(3)7-6(5)2/h4H,1-3H3","GHGZGDGWFWIAQM-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",3.56
"12954","O=C(N)C1(=CC=NC=C1)","NC(=O)C1C=CN=CC=1","InChI=1S/C6H6N2O/c7-6(9)5-1-3-8-4-2-5/h1-4H,(H2,7,9)","VFQXVTODMYMSMJ-UHFFFAOYSA-N","?","22","mean from 3","a1/apparent","NH(1+)","basic",3.57
"10082","N=1(N(C(C)=C(C=1)C)C)","CC1=C(C)C=NN1C","InChI=1S/C6H10N2/c1-5-4-7-8(3)6(5)2/h4H,1-3H3","SUHBKHNLQCODJL-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",3.58
"10081","N1(=NC=CC=C1CC)","CCC1=CC=CN=N1","InChI=1S/C6H8N2/c1-2-6-4-3-5-7-8-6/h3-5H,2H2,1H3","VPHSTJOEAKXUBG-UHFFFAOYSA-N","?","16.5","potentiometric","a/apparent","?","basic",3.58
"13037","[Br]C1(=CC(=C(N)C=C1)C)","CC1C=C(Br)C=CC=1N","InChI=1S/C7H8BrN/c1-5-4-6(8)2-3-7(5)9/h2-4H,9H2,1H3","PCHYYOCUCGCSBU-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","basic",3.58
"10223","ClC1(=CC(N)=CC=C1)","NC1C=C(Cl)C=CC=1","InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2","PNPCRKVUWYDDST-UHFFFAOYSA-N","?","24","mean from 10","a1/thermodynamic","NH3(+)","basic",3.59
"10225","IC1(=CC(N)=CC=C1)","NC1C=C(I)C=CC=1","InChI=1S/C6H6IN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2","FFCSRWGYGMRBGD-UHFFFAOYSA-N","?","25","mean from 2","a/apparent","?","basic",3.59
"12884","N1(=NC=CC=C1CCC)","CCCC1=CC=CN=N1","InChI=1S/C7H10N2/c1-2-4-7-5-3-6-8-9-7/h3,5-6H,2,4H2,1H3","DQFWXEPAERVANT-UHFFFAOYSA-N","?","16.5","potentiometric","a/apparent","?","basic",3.59
"12855","N1(=C(N=C(C)N=C1C)N)","CC1=NC(N)=NC(C)=N1","InChI=1S/C5H8N4/c1-3-7-4(2)9-5(6)8-3/h1-2H3,(H2,6,7,8,9)","VQZRXBOTCNWNLM-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",3.6
"13106","O=C(C1(=CC=NC=C1))C","C=C(O)C1C=CN=CC=1","InChI=1S/C7H7NO/c1-6(9)7-2-4-8-5-3-7/h2-5,9H,1H2","OQZRYEKQMSJDPM-UHFFFAOYSA-N","?","24","mean from 4","b1/apparent","H","basic",3.6
"13961","O1(NCC=2(C=CC=CC=2(C1C)))","CC1ONCC2C=CC=CC=21","InChI=1S/C9H11NO/c1-7-9-5-3-2-4-8(9)6-10-11-7/h2-5,7,10H,6H2,1H3","QKFGIKOSWRJZGY-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","NH2(+)","basic",3.6
"10170","[O-][N+]1(=CC=C(N)C=C1)","NC1C=C[N+]([O-])=CC=1","InChI=1S/C5H6N2O/c6-5-1-3-7(8)4-2-5/h1-4H,6H2","NDMWRWICFFKKDR-UHFFFAOYSA-N","?","23","mean from 2","a2/apparent","?","basic",3.61
"13442","S(C1(=NC(NC)=C2(C=NNC2(=N1))))C","CNC1N=C(N=C2NN=CC2=1)SC","InChI=1S/C7H9N5S/c1-8-5-4-3-9-12-6(4)11-7(10-5)13-2/h3H,1-2H3,(H2,8,9,10,11,12)","TYXJRBVEHKTNBE-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",3.61
"11741","O=C(C1(=CC(N)=CC=C1))C","C=C(O)C1C=CC=C(N)C=1","InChI=1S/C8H9NO/c1-6(10)7-3-2-4-8(9)5-7/h2-5,10H,1,9H2","PZEJMHUJFBDNJN-UHFFFAOYSA-N","?","25","mean from 3","a1/apparent","-NH3(1+)","basic",3.61
"16553","O3(C(N2(C1(=NC=NC(=C1N=C2)N(C)C)))C(O)C(C3CO)O)","CN(C)C1N=CN=C2C=1N=CN2C1OC(CO)C(O)C1O","InChI=1S/C12H17N5O4/c1-16(2)10-7-11(14-4-13-10)17(5-15-7)12-9(20)8(19)6(3-18)21-12/h4-6,8-9,12,18-20H,3H2,1-2H3","WVGPGNPCZPYCLK-UHFFFAOYSA-N","?","20",,"a1/apparent","?","basic",3.65
"16990","N1(=C(C=CC(=C1)C2([NH+](CCC2)C))CCC)","CCCC1=CC=C(C=N1)C1CCCN1C","InChI=1S/C13H20N2/c1-3-5-12-8-7-11(10-14-12)13-6-4-9-15(13)2/h7-8,10,13H,3-6,9H2,1-2H3","PRZWMEZZLSVZHL-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",3.65
"17569","O(N(C)C)C","CON(C)C","InChI=1S/C3H9NO/c1-4(2)5-3/h1-3H3","QVDVENIYNXDSOK-UHFFFAOYSA-N","?",,"potentiometric","a/thermodynamic","?","basic",3.65
"13844","OC2(=CC=1(C(=NN=CC=1)C=C2))","OC1=CC2=CC=NN=C2C=C1","InChI=1S/C8H6N2O/c11-7-1-2-8-6(5-7)3-4-9-10-8/h1-5,11H","VITWLPFZOYHMOK-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",3.65
"15686","O=[N+]([O-])C2(=CC=C(C=NC1(=NC(=CC=N1)C))C=C2)","CC1=CC=NC(=N1)N=CC1C=CC(=CC=1)[N+]([O-])=O","InChI=1S/C12H10N4O2/c1-9-6-7-13-12(15-9)14-8-10-2-4-11(5-3-10)16(17)18/h2-8H,1H3","RADTZXYMUYYCCJ-UHFFFAOYSA-N","?","25",,"a1/apparent","?","basic",3.66
"15095","O=C(N(C1(=CN=CC=C1))C)C2(=CC=CC=C2)","CN(C(=O)C1C=CC=CC=1)C1=CN=CC=C1","InChI=1S/C13H12N2O/c1-15(12-8-5-9-14-10-12)13(16)11-6-3-2-4-7-11/h2-10H,1H3","QSAJIHDDFMPVMG-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",3.66
"17814","ClC=1(SC(N)=NC=1)","NC1=NC=C(Cl)S1","InChI=1S/C3H3ClN2S/c4-2-1-6-3(5)7-2/h1H,(H2,5,6)","SWQWTDAWUSBMGA-UHFFFAOYSA-N","?","25","potentiometric","a1/thermodynamic","?","basic",3.66
"17285","N=1(NC=CC=1C)","CC1C=CNN=1","InChI=1S/C4H6N2/c1-4-2-3-5-6-4/h2-3H,1H3,(H,5,6)","XKVUYEYANWFIJX-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","basic",3.66
"12913","[Br]C=1(SC(N(C)C)=NC=1)","CN(C)C1=NC=C(Br)S1","InChI=1S/C5H7BrN2S/c1-8(2)5-7-3-4(6)9-5/h3H,1-2H3","FBKKLSJTAVXQBV-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",3.66
"14016","N2(=NC=1(C(=CC=CC=1)C=C2N))","NC1=CC2=CC=CC=C2N=N1","InChI=1S/C8H7N3/c9-8-5-6-3-1-2-4-7(6)10-11-8/h1-5H,(H2,9,11)","DKJAESIQEOLWNK-UHFFFAOYSA-N","?","20","mean from 2","a/apparent","?","basic",3.66
"12195","O(CCNC1(=CC(OC)=CC=C1))CC","COC1C=C(C=CC=1)NCCOCC","InChI=1S/C11H17NO2/c1-3-14-8-7-12-10-5-4-6-11(9-10)13-2/h4-6,9,12H,3,7-8H2,1-2H3","MERNYWDEBNKKKZ-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","NH","basic",3.67
"14023","N1(=NC=CC=2(C1=C(N)C=CC=2))","NC1C=CC=C2C=CN=NC2=1","InChI=1S/C8H7N3/c9-7-3-1-2-6-4-5-10-11-8(6)7/h1-5H,9H2","RSGJRKSGEFJCKO-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",3.68
"12390","N1(=C(C=CC(=C1)C2([NH+](CCC2)C))CC)","CCC1=CC=C(C=N1)C1CCCN1C","InChI=1S/C12H18N2/c1-3-11-7-6-10(9-13-11)12-5-4-8-14(12)2/h6-7,9,12H,3-5,8H2,1-2H3","WQDQDLHATTVJSW-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",3.69
"13658","O(C1(=CC(NCCOC)=CC=C1))C","COCCNC1C=C(C=CC=1)OC","InChI=1S/C10H15NO2/c1-12-7-6-11-9-4-3-5-10(8-9)13-2/h3-5,8,11H,6-7H2,1-2H3","CNESIJAIVYJNQY-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","NH","basic",3.7
"13317","ClC2(=NC(C1(=NC=CC=C1))=CC=C2)","ClC1C=CC=C(N=1)C1C=CC=CN=1","InChI=1S/C10H7ClN2/c11-10-6-3-5-9(13-10)8-4-1-2-7-12-8/h1-7H","XRCUTZKABNKOEY-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","=NH(+)-","basic",3.7
"15364","S(=O)(C3(=CC(OC)=C(C=1(N=C2(N=CC=CN2(C=1))))C=C3))C","COC1C=C(C=CC=1C1=CN2C=CC=NC2=N1)S(C)=O","InChI=1S/C14H13N3O2S/c1-19-13-8-10(20(2)18)4-5-11(13)12-9-17-7-3-6-15-14(17)16-12/h3-9H,1-2H3","NVBGVCAKRWLWNU-UHFFFAOYSA-N","?","25",,"a1/apparent","?","basic",3.7
"10162","O(C1(=CN=NC=C1))C","COC1=CN=NC=C1","InChI=1S/C5H6N2O/c1-8-5-2-3-6-7-4-5/h2-4H,1H3","NSGNREBTEFKPIL-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",3.7
"11116","[O-][N+]1(=C(N=C2(N=CNC2(=C1N)))N)","NC1=C2NC=NC2=NC(N)=[N+]1[O-]","InChI=1S/C5H6N6O/c6-3-2-4(9-1-8-2)10-5(7)11(3)12/h1H,6H2,(H3,7,8,9,10)","VUNJMZVRHYNKSG-UHFFFAOYSA-N","?",,"spectrophotometric","a2/apparent","?","basic",3.7
"12042","[Br]C2(=CC1(=C(NCC1)C=C2))","BrC1=CC2CCNC=2C=C1","InChI=1S/C8H8BrN/c9-7-1-2-8-6(5-7)3-4-10-8/h1-2,5,10H,3-4H2","QEDCHCLHHGGYBT-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","N-H","basic",3.7
"13960","O1(NC(C=2(C=CC=CC=2(C1)))C)","CC1NOCC2C=CC=CC=21","InChI=1S/C9H11NO/c1-7-9-5-3-2-4-8(9)6-11-10-7/h2-5,7,10H,6H2,1H3","VVLKUGPKMYKXDM-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","NH2(+)","basic",3.7
"14304","N1(=NC=CC=C1CCCCC)","CCCCCC1=CC=CN=N1","InChI=1S/C9H14N2/c1-2-3-4-6-9-7-5-8-10-11-9/h5,7-8H,2-4,6H2,1H3","SRYJJAHAGDPOHL-UHFFFAOYSA-N","?","19","potentiometric","a/apparent","?","basic",3.7
"11150","S(C2(=NC=1(C(=CC=CC=1)C=C2)))C","CSC1C=CC2=CC=CC=C2N=1","InChI=1S/C10H9NS/c1-12-10-7-6-8-4-2-3-5-9(8)11-10/h2-7H,1H3","NINCMKJQHKDMPH-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","NH%+&","basic",3.71
"12853","N1(=NC(=C(C)N=C1N)C)","CC1N=C(N)N=NC=1C","InChI=1S/C5H8N4/c1-3-4(2)8-9-5(6)7-3/h1-2H3,(H2,6,7,9)","UIKGLXJNZXSPGV-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",3.71
"11736","OB(O)C1(=CC=C(N)C=C1)","NC1=CC=C(C=C1)B(O)O","InChI=1S/C6H8BNO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4,9-10H,8H2","MKPDAJWEBQRQCO-UHFFFAOYSA-N","?","25","potentiometric","apparent","NH3+","basic",3.71
"11749","OCN(C1(=CC=CC=C1))C","CN(CO)C1C=CC=CC=1","InChI=1S/C8H11NO/c1-9(7-10)8-5-3-2-4-6-8/h2-6,10H,7H2,1H3","IRYHBALTXITYGR-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",3.72
"14477","O(C1(=C(N)C=C(OC)C=C1))C","COC1C=CC(=CC=1N)OC","InChI=1S/C8H11NO2/c1-10-6-3-4-8(11-2)7(9)5-6/h3-5H,9H2,1-2H3","NAZDVUBIEPVUKE-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",3.72
"14439","O(C1(=CC=C(NCO)C=C1))C","COC1C=CC(=CC=1)NCO","InChI=1S/C8H11NO2/c1-11-8-4-2-7(3-5-8)9-6-10/h2-5,9-10H,6H2,1H3","KKMZNAGXQWTHAT-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",3.72
"12017","O1(C(=NC2(=C1C=CC=C2))N)","NC1=NC2C=CC=CC=2O1","InChI=1S/C7H6N2O/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H2,8,9)","JPBLHOJFMBOCAF-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",3.73
"14511","OCN(C1(=CC=C(C)C=C1))C","CC1C=CC(=CC=1)N(C)CO","InChI=1S/C9H13NO/c1-8-3-5-9(6-4-8)10(2)7-11/h3-6,11H,7H2,1-2H3","SEAGQHIMUDGAIT-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",3.73
"13868","O(C1(=NC=2(C=CC=CC=2(N1))))C","COC1NC2C=CC=CC=2N=1","InChI=1S/C8H8N2O/c1-11-8-9-6-4-2-3-5-7(6)10-8/h2-5H,1H3,(H,9,10)","WQJXHBHRHHCJAN-UHFFFAOYSA-N","?","24","mean from 2","a1/apparent","N-H","basic",3.75
"16262","O=C(NCC(=O)O)C1(=C(OC(=O)C)C=CC=C1)","C=C(O)OC1=CC=CC=C1C(=O)N=CC(O)O","InChI=1S/C11H11NO5/c1-7(13)17-9-5-3-2-4-8(9)11(16)12-6-10(14)15/h2-6,10,13-15H,1H2","LTGAUYSNZRPYCR-UHFFFAOYSA-N","?","37",,"a1/apparent","COOH","basic",3.77
"11278","O=[N+]([O-])C2(=CC=1(N=CNC=1C=C2))","[O-][N+](=O)C1=CC2N=CNC=2C=C1","InChI=1S/C7H5N3O2/c11-10(12)5-1-2-6-7(3-5)9-4-8-6/h1-4H,(H,8,9)","XPAZGLFMMUODDK-UHFFFAOYSA-N","?","24","mean from 2","a1/apparent","?","basic",3.77
"13008","N1(C(=C(C)C(=C1C)C)C)","CC1=C(C)NC(C)=C1C","InChI=1S/C8H13N/c1-5-6(2)8(4)9-7(5)3/h9H,1-4H3","BDXJANJAHYKTMI-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",3.77
"13309","N1(=C(C=CC(=C1)C2([NH+](CCC2)C))C)","CC1=CC=C(C=N1)C1CCCN1C","InChI=1S/C11H16N2/c1-9-5-6-10(8-12-9)11-4-3-7-13(11)2/h5-6,8,11H,3-4,7H2,1-2H3","SWNIAVIKMKSDBJ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",3.78
"12879","N#CCC1(=CN=CC=C1)","N#CCC1=CN=CC=C1","InChI=1S/C7H6N2/c8-4-3-7-2-1-5-9-6-7/h1-2,5-6H,3H2","OIPHWUPMXHQWLR-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","NH(1+)","basic",3.78
"11675","SCCNC1(=CC=CC=C1)","SCCNC1C=CC=CC=1","InChI=1S/C8H11NS/c10-7-6-9-8-4-2-1-3-5-8/h1-5,9-10H,6-7H2","GSZFZXVMYGIDGE-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","NH3(1+)","basic",3.78
"10232","IC1(=CC=C(N)C=C1)","NC1=CC=C(I)C=C1","InChI=1S/C6H6IN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2","VLVCDUSVTXIWGW-UHFFFAOYSA-N","?","25","mean from 3","a/thermodynamic","?","basic",3.79
"13318","ClC1(=CC(=NC=C1)C2(=NC=CC=C2))","ClC1=CC(=NC=C1)C1C=CC=CN=1","InChI=1S/C10H7ClN2/c11-8-4-6-13-10(7-8)9-3-1-2-5-12-9/h1-7H","IXEGJZGCPOORDR-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","=NH(+)-","basic",3.8
"13336","O=C(N)C=1(C=2(C(C=NC=1)=CC=CC=2))","NC(=O)C1=CN=CC2=CC=CC=C21","InChI=1S/C10H8N2O/c11-10(13)9-6-12-5-7-3-1-2-4-8(7)9/h1-6H,(H2,11,13)","JGNIYFRSFZEFCQ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","N(+)-H","basic",3.8
"12493","O=C(OC)C2(=CC=1(C(=NC=CC=1)C=C2))","COC(=O)C1=CC2=CC=CN=C2C=C1","InChI=1S/C11H9NO2/c1-14-11(13)9-4-5-10-8(7-9)3-2-6-12-10/h2-7H,1H3","XSRWQTDEIOHXSL-UHFFFAOYSA-N","?","25","spectrophotometric","a/thermodynamic","NH%+&","basic",3.8
"17028","O=C(NC1(=CN=CC=C1))C2(=CC=CC=C2)","O=C(NC1=CN=CC=C1)C1C=CC=CC=1","InChI=1S/C12H10N2O/c15-12(10-5-2-1-3-6-10)14-11-7-4-8-13-9-11/h1-9H,(H,14,15)","BBTGWRLIETYEJO-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",3.8
"16700","S(=O)(C3(=CC(OC)=C(C1(=NC=2(NN=CC=2(N1))))C=C3))C","CS(=O)C1=CC(OC)=C(C=C1)C1NC2C=NNC=2N=1","InChI=1S/C12H12N4O2S/c1-18-10-5-7(19(2)17)3-4-8(10)11-14-9-6-13-16-12(9)15-11/h3-6H,1-2H3,(H2,13,14,15,16)","RZRCMIUAAYOZMZ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",3.8
"15096","O=C(N)C(C1(=NC=CC=C1))C2(=CC=CC=C2)","N=C(O)C(C1=CC=CC=N1)C1C=CC=CC=1","InChI=1S/C13H12N2O/c14-13(16)12(10-6-2-1-3-7-10)11-8-4-5-9-15-11/h1-9,12H,(H2,14,16)","PYAPITOPBTXXNJ-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","N-H","basic",3.8
"15343","O=C(N)C3(=CC(OC)=C(C1(=NC=2(N(C=NC=2(N1))C)))C=C3)","CN1C=NC2NC(=NC1=2)C1C=CC(=CC=1OC)C(N)=O","InChI=1S/C13H13N5O2/c1-18-6-15-12-13(18)17-11(16-12)8-4-3-7(10(14)19)5-9(8)20-2/h3-6H,1-2H3,(H2,14,19)(H,16,17)","JZLVVGOQVOEHFO-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",3.8
"17303","[Br]C=1(N=CNC=1)","BrC1=CNC=N1","InChI=1S/C3H3BrN2/c4-3-1-5-2-6-3/h1-2H,(H,5,6)","FHZALEJIENDROK-UHFFFAOYSA-N","?","25","potentiometric","b1/apparent","?","basic",3.8
"11576","O=C(NC)C1(=CC=NC=C1)","CNC(=O)C1C=CN=CC=1","InChI=1S/C7H8N2O/c1-8-7(10)6-2-4-9-5-3-6/h2-5H,1H3,(H,8,10)","PLWAKFARFCNHJO-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",3.8
"14328","ON=C(NO)C1(=CC=CC=C1)","ONC(N=O)C1C=CC=CC=1","InChI=1S/C7H8N2O2/c10-8-7(9-11)6-4-2-1-3-5-6/h1-5,7-8,10H","JKXMFTPOGBFPGK-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",3.8
"10719","O=C(N1(C=NC=C1))CC(C)(C)C","CC(C)(C)C=C(O)N1C=NC=C1","InChI=1S/C9H14N2O/c1-9(2,3)6-8(12)11-5-4-10-7-11/h4-7,12H,1-3H3","GVLFKRIJOFIBRT-UHFFFAOYSA-N","?","30",,"a1/apparent","?","basic",3.8
"15294","S(=O)(C3(=CC(OC)=C(C1(=NC=2(C=NN=CC=2(N1))))C=C3))C","CS(=O)C1=CC(OC)=C(C=C1)C1NC2C=NN=CC=2N=1","InChI=1S/C13H12N4O2S/c1-19-12-5-8(20(2)18)3-4-9(12)13-16-10-6-14-15-7-11(10)17-13/h3-7H,1-2H3,(H,16,17)","KCJCLLQBXDFUKX-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","basic",3.81
"17903","N=1(N(C=CC=1N)C)","CN1C=CC(N)=N1","InChI=1S/C4H7N3/c1-7-3-2-4(5)6-7/h2-3H,1H3,(H2,5,6)","MOGQNVSKBCVIPW-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","NH+","basic",3.81
"15009","O(C3(=CC=1(C(=NC2(=CC=CC=C2(C=1)))C=C3)))C","COC1=CC2=CC3=CC=CC=C3N=C2C=C1","InChI=1S/C14H11NO/c1-16-12-6-7-14-11(9-12)8-10-4-2-3-5-13(10)15-14/h2-9H,1H3","NOIQZLIGXCQSEV-UHFFFAOYSA-N","?","25.5","potentiometric","b/apparent","?","basic",3.82
"11669","ClC1(=CC(N(C)C)=CC=C1)","CN(C)C1C=C(Cl)C=CC=1","InChI=1S/C8H10ClN/c1-10(2)8-5-3-4-7(9)6-8/h3-6H,1-2H3","CHHCCYVOJBBCIY-UHFFFAOYSA-N","?","20","spectrophotometric","a/thermodynamic","?","basic",3.83
"13000","NC1(=C(C=CC=C1C)C)","CC1C=CC=C(C)C=1N","InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3","UFFBMTHBGFGIHF-UHFFFAOYSA-N","?","25","mean from 4","a1/apparent","NH2","basic",3.84
"13301","N1(=C(CC(C)=NC2(=C1C=CC=C2))C)","CC1CC(C)=NC2C=CC=CC=2N=1","InChI=1S/C11H12N2/c1-8-7-9(2)13-11-6-4-3-5-10(11)12-8/h3-6H,7H2,1-2H3","KSFDHSSNYJNHAN-UHFFFAOYSA-N","?","25","conductometric","a1/apparent","?","basic",3.85
"10283","O=CC1(=NC=CC=C1)","O=CC1C=CC=CN=1","InChI=1S/C6H5NO/c8-5-6-3-1-2-4-7-6/h1-5H","CSDSSGBPEUDDEE-UHFFFAOYSA-N","?","20","mean from 3","a1/apparent","?","basic",3.86
"12554","OCCNC1(=NC=NC2(=C1C=NN2C))","CN1N=CC2C(NCCO)=NC=NC1=2","InChI=1S/C8H11N5O/c1-13-8-6(4-12-13)7(9-2-3-14)10-5-11-8/h4-5,14H,2-3H2,1H3,(H,9,10,11)","SBIPJPUEWYCJJM-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.86
"11233","N2(=C(N(C)C)C=1(NC=NC=1N=C2))","CN(C)C1=NC=NC2N=CNC=21","InChI=1S/C7H9N5/c1-12(2)7-5-6(9-3-8-5)10-4-11-7/h3-4H,1-2H3,(H,8,9,10,11)","BVIAOQMSVZHOJM-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",3.87
"15760","O=C(OCC)C2(=C(OCC)C=1(C(=CC=CC=1)N=C2))","CCOC(=O)C1C=NC2=CC=CC=C2C=1OCC","InChI=1S/C14H15NO3/c1-3-17-13-10-7-5-6-8-12(10)15-9-11(13)14(16)18-4-2/h5-9H,3-4H2,1-2H3","HXIUQCPRCKSUGB-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",3.88
"15015","N3(=C(N)C2(=C(N(C1(=CC=CC=C1))N=C2)N=C3))","NC1=NC=NC2=C1C=NN2C1C=CC=CC=1","InChI=1S/C11H9N5/c12-10-9-6-15-16(11(9)14-7-13-10)8-4-2-1-3-5-8/h1-7H,(H2,12,13,14)","KKDPIZPUTYIBFX-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.89
