"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"12367","O=C(O)C2(=C(C1(=NN=NN1))C=CC=C2)","OC(=O)C1C=CC=CC=1C1NN=NN=1","InChI=1S/C8H6N4O2/c13-8(14)6-4-2-1-3-5(6)7-9-11-12-10-7/h1-4H,(H,13,14)(H,9,10,11,12)","QRKJBXMXOAQYEC-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",2.9
"15791","O=C(O)C=1([NH+]=CN(C=1N)C2(OC(CO)C(C2O)O))","NC1=C(N=CN1C1OC(CO)C(O)C1O)C(O)=O","InChI=1S/C9H13N3O6/c10-7-4(9(16)17)11-2-12(7)8-6(15)5(14)3(1-13)18-8/h2-3,5-6,8,13-15H,1,10H2,(H,16,17)","GCEYZZWMVRITSE-UHFFFAOYSA-N","?","27","potentiometric","a1/apparent","COOH","acidic",2.9
"13616","O=[N+]([O-])C1(=CC(=C(C(=O)O)C=C1)C)","CC1C=C(C=CC=1C(O)=O)[N+]([O-])=O","InChI=1S/C8H7NO4/c1-5-4-6(9(12)13)2-3-7(5)8(10)11/h2-4H,1H3,(H,10,11)","XXXOBNJIIZQSPT-UHFFFAOYSA-N","?","20","mean from 2","a/thermodynamic","?","acidic",2.91
"11433","IC1(=C(C(=O)O)C=CC=C1)","OC(=O)C1C=CC=CC=1I","InChI=1S/C7H5IO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)","CJNZAXGUTKBIHP-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","acidic",2.93
"11795","O=C(O)C1(=C[N+]([O-])=CC=C1)","[O-][N+]1C=C(C=CC=1)C(O)=O","InChI=1S/C6H5NO3/c8-6(9)5-2-1-3-7(10)4-5/h1-4H,(H,8,9)","FJCFFCXMEXZEIM-UHFFFAOYSA-N","?","25","mean from 2","a2/thermodynamic","?","acidic",2.95
"14076","S=C(S)NCCCCCC[NH3+]","NCCCCCCNC(S)=S","InChI=1S/C7H16N2S2/c8-5-3-1-2-4-6-9-7(10)11/h1-6,8H2,(H2,9,10,11)","MJENELJXOUHVBB-UHFFFAOYSA-N","?","25",,"a1/apparent","S-H","acidic",2.95
"13089","[Br]C=1(SC(C(=O)O)=CN=1)","OC(=O)C1=CN=C(Br)S1","InChI=1S/C4H2BrNO2S/c5-4-6-1-2(9-4)3(7)8/h1H,(H,7,8)","BESGTWHUMYHYEQ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.96
"17624","ClC(C(=O)O)(C)C","CC(C)(Cl)C(O)=O","InChI=1S/C4H7ClO2/c1-4(2,5)3(6)7/h1-2H3,(H,6,7)","MYCXCBCDXVFXNE-UHFFFAOYSA-N","?","18","potentiometric","apparent","?","acidic",2.97
"11787","ClC1(=C[N+](C(=O)C)=CC=C1)","C=C(O)[N+]1C=C(Cl)C=CC=1","InChI=1S/C7H6ClNO/c1-6(10)9-4-2-3-7(8)5-9/h2-5H,1H2/p+1","VKJCGCFBBPKNFR-UHFFFAOYSA-O","?","25",,"a1/apparent","?","acidic",2.98
"12236","O=[N+]([O-])C1(=CC=C(C(O)C(=O)O)C=C1)","[O-][N+](=O)C1C=CC(=CC=1)C(O)=C(O)O","InChI=1S/C8H7NO5/c10-7(8(11)12)5-1-3-6(4-2-5)9(13)14/h1-4,10-12H","ILPIXLJSTVJWQL-UHFFFAOYSA-N","?","25","conductometric","apparent","?","acidic",2.99
"16918","O=C(O)C3(OC(OC2(=CC1(=[NH+]C=CC=C1C=C2)))C(O)C(C3O)O)","OC(O)=C1OC(OC2=CC3=NC=CC=C3C=C2)C(O)C(O)C1O","InChI=1S/C15H15NO7/c17-10-11(18)13(14(20)21)23-15(12(10)19)22-8-4-3-7-2-1-5-16-9(7)6-8/h1-6,10-12,15,17-21H","PEJKFTZTOBJYSA-UHFFFAOYSA-N","?","22","potentiometric","a1/apparent","?","acidic",3.0
"12927","O=C(O)C1(=NN=CC=C1)","OC(=O)C1C=CC=NN=1","InChI=1S/C5H4N2O2/c8-5(9)4-2-1-3-6-7-4/h1-3H,(H,8,9)","RUUOPSRRIKJHNH-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",3.0
"14225","[Br]C1(=C(C(=O)O)C=C(C)C=C1)","CC1=CC(C(O)=O)=C(Br)C=C1","InChI=1S/C8H7BrO2/c1-5-2-3-7(9)6(4-5)8(10)11/h2-4H,1H3,(H,10,11)","ZXMISUUIYPFORW-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",3.0
"15375","[Br]C2(=CC=C(OC1(OC(C(=O)O)C(O)C(C1O)O))C=C2)","OC(O)=C1OC(OC2C=CC(Br)=CC=2)C(O)C(O)C1O","InChI=1S/C12H13BrO7/c13-5-1-3-6(4-2-5)19-12-9(16)7(14)8(15)10(20-12)11(17)18/h1-4,7-9,12,14-18H","VGIZIGPBZKYQOV-UHFFFAOYSA-N","?","22","potentiometric","a/apparent","?","acidic",3.02
"13592","O=C(O)C1(N(C(=O)C([NH3+])C)CCC1)","CC(=N)C(O)N1CCCC1=C(O)O","InChI=1S/C8H14N2O3/c1-5(9)7(11)10-4-2-3-6(10)8(12)13/h7,9,11-13H,2-4H2,1H3","RGAGNCLLGAVRRY-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",3.04
"14711","O=[N+]([O-])C1(=CC(=C(C(=O)O)C=C1)C(=O)C)","C=C(O)C1C=C(C=CC=1C(O)=O)[N+]([O-])=O","InChI=1S/C9H7NO5/c1-5(11)8-4-6(10(14)15)2-3-7(8)9(12)13/h2-4,11H,1H2,(H,12,13)","HIUKHAWNIYBZFP-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",3.06
"15905","O=C(O)C1(OC(OC(=O)C(CCCC)CC)C(O)C(C1O)O)","CCCCC(CC)=C(O)OC1OC(C(O)C(O)C1O)=C(O)O","InChI=1S/C14H24O8/c1-3-5-6-7(4-2)13(20)22-14-10(17)8(15)9(16)11(21-14)12(18)19/h8-10,14-20H,3-6H2,1-2H3","WMRJQUGRVMZXDR-UHFFFAOYSA-N","?","22","potentiometric","a/apparent","?","acidic",3.08
"13171","SC1(=[NH+]C=CC(=N1)NC)","CNC1C=CN=C(S)N=1","InChI=1S/C5H7N3S/c1-6-4-2-3-7-5(9)8-4/h2-3H,1H3,(H2,6,7,8,9)","VCBOLOBGWIGLSV-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",3.09
"13533","O=C1(C(=C(C)C(C1)=C(C(=O)O)C)C)","CC(=C1C=C(O)C(C)=C1C)C(O)=O","InChI=1S/C10H12O3/c1-5-6(2)9(11)4-8(5)7(3)10(12)13/h4,11H,1-3H3,(H,12,13)","ADEMXUADEPOVER-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.1
"16380","O=C(O)C3(OC(OC2(=CC=C(C1(=CC=CC=C1))C=C2))C(O)C(C3O)O)","OC(O)=C1OC(OC2C=CC(=CC=2)C2C=CC=CC=2)C(O)C(O)C1O","InChI=1S/C18H18O7/c19-13-14(20)16(17(22)23)25-18(15(13)21)24-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13-15,18-23H","DRBBSLZRFUHUBQ-UHFFFAOYSA-N","?","22","potentiometric","a/apparent","?","acidic",3.1
"14716","S(=O)(=O)(NC(=O)C)C1(=C(SC=C1)C(=O)O)","C/C(/O)=N\S(=O)(=O)C1C=CSC=1C(O)=O","InChI=1S/C7H7NO5S2/c1-4(9)8-15(12,13)5-2-3-14-6(5)7(10)11/h2-3H,1H3,(H,8,9)(H,10,11)","GFFIQSLUFOKRFK-UHFFFAOYSA-N","?","25",,"a1/apparent","COOH","acidic",3.1
"14919","S(=O)(=O)(NC(=O)C)C1(=C(C(=O)O)C=CC=C1)","C/C(/O)=N\S(=O)(=O)C1=CC=CC=C1C(O)=O","InChI=1S/C9H9NO5S/c1-6(11)10-16(14,15)8-5-3-2-4-7(8)9(12)13/h2-5H,1H3,(H,10,11)(H,12,13)","ADVANFQVCYCSNR-UHFFFAOYSA-N","?","25",,"a1/apparent","COOH","acidic",3.1
"13599","O=[N+]([O-])N(C1(=NC([N+](=O)[O-])=NN1))C","CN(C1NN=C(N=1)[N+]([O-])=O)[N+]([O-])=O","InChI=1S/C3H4N6O4/c1-7(9(12)13)2-4-3(6-5-2)8(10)11/h1H3,(H,4,5,6)","ZLKFFRCDJGORGS-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","N-H","acidic",3.12
"12242","O=[N+]([O-])C1(=CC(=C(CO)C=C1)C(=O)O)","[O-][N+](=O)C1C=CC(CO)=C(C=1)C(O)=O","InChI=1S/C8H7NO5/c10-4-5-1-2-6(9(13)14)3-7(5)8(11)12/h1-3,10H,4H2,(H,11,12)","UGIMFDCHWGBCEV-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","acidic",3.14
"12238","O=[N+]([O-])C1(=C(C=CC=C1)C(O)C(=O)O)","[O-][N+](=O)C1C=CC=CC=1C(O)=C(O)O","InChI=1S/C8H7NO5/c10-7(8(11)12)5-3-1-2-4-6(5)9(13)14/h1-4,10-12H","FXPSBXZPJASRET-UHFFFAOYSA-N","?","25","conductometric","apparent","?","acidic",3.15
"17044","O=C(O)C2(N(C(=O)C1([NH2+]CCC1))CCC2)","OC(O)=C1CCCN1C(O)C1CCCN=1","InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h9,13-15H,1-6H2","RYLWFIZDGLVLQF-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",3.16
"13615","O=[N+]([O-])C1(=CC(=C(C)C=C1)C(=O)O)","CC1C=CC(=CC=1C(O)=O)[N+]([O-])=O","InChI=1S/C8H7NO4/c1-5-2-3-6(9(12)13)4-7(5)8(10)11/h2-4H,1H3,(H,10,11)","DJRFJAVPROZZFL-UHFFFAOYSA-N","?","20","mean from 2","a/thermodynamic","?","acidic",3.17
"10587","O=C(O)COC1(=CC(=CC=C1)C)","CC1C=C(C=CC=1)OC=C(O)O","InChI=1S/C9H10O3/c1-7-3-2-4-8(5-7)12-6-9(10)11/h2-6,10-11H,1H3","BSWGABJCOKELIU-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",3.18
"12365","O=C(O)C2(C1(=NN=NN1CCC(C2)C))","CC1CC(C2=NN=NN2CC1)=C(O)O","InChI=1S/C8H12N4O2/c1-5-2-3-12-7(9-10-11-12)6(4-5)8(13)14/h5,13-14H,2-4H2,1H3","BXPFEBQDNFOKDB-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",3.2
"12182","S(C1(=CC=C([N+](=O)[O-])C=C1))CC(=O)O","[O-][N+](=O)C1=CC=C(C=C1)SC=C(O)O","InChI=1S/C8H7NO4S/c10-8(11)5-14-7-3-1-6(2-4-7)9(12)13/h1-5,10-11H","LKBXYYUIGPIJFI-UHFFFAOYSA-N","?","23","mean from 3","a1/apparent","COOH","acidic",3.2
"14543","O=C(O)C1(N(C(=O)C)CCC1)","C=C(O)N1CCCC1=C(O)O","InChI=1S/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h9-11H,1-4H2","NDVTXXAPGVNKRE-UHFFFAOYSA-N","?","40","mean from 3","a1/apparent","CONR","acidic",3.21
"16626","S(C1(=C(C(=O)O)C=C([N+](=O)[O-])C=C1))C2(=CC=CC=C2)","[O-][N+](=O)C1=CC(C(O)=O)=C(C=C1)SC1C=CC=CC=1","InChI=1S/C13H9NO4S/c15-13(16)11-8-9(14(17)18)6-7-12(11)19-10-4-2-1-3-5-10/h1-8H,(H,15,16)","MBGUREXFPRWNKS-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","OH","acidic",3.22
"14064","P(=O)(O)(CCCC)CCCC","CCCCP(O)(=O)CCCC","InChI=1S/C8H19O2P/c1-3-5-7-11(9,10)8-6-4-2/h3-8H2,1-2H3,(H,9,10)","KSHDLNQYVGBYHZ-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","OH","acidic",3.22
"14175","O=C(O)C1(=C(C=CC=C1C)C)","CC1C=CC=C(C)C=1C(O)=O","InChI=1S/C9H10O2/c1-6-4-3-5-7(2)8(6)9(10)11/h3-5H,1-2H3,(H,10,11)","HCBHQDKBSKYGCK-UHFFFAOYSA-N","?","24","mean from 6","a1/thermodynamic","C(=O)O-H","acidic",3.23
"13627","[Br]C1(=C([N+](=O)[O-])C=C(C(=O)O)C=C1)","[O-][N+](=O)C1C=C(C=CC=1Br)C(O)=O","InChI=1S/C7H4BrNO4/c8-5-2-1-4(7(10)11)3-6(5)9(12)13/h1-3H,(H,10,11)","RVCTZJVBWNFYRU-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",3.24
"10974","O=C(O)C1(OC=2(C=CC=CC=2(C1)))","OC(O)=C1CC2=CC=CC=C2O1","InChI=1S/C9H8O3/c10-9(11)8-5-6-3-1-2-4-7(6)12-8/h1-4,10-11H,5H2","NXKOHCHHFVNCSI-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.25
"14210","IC1(=C(C(C(=O)O)=CC=C1)C)","CC1=C(I)C=CC=C1C(O)=O","InChI=1S/C8H7IO2/c1-5-6(8(10)11)3-2-4-7(5)9/h2-4H,1H3,(H,10,11)","XGNKIHYPOWUMKL-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",3.26
"15374","IC2(=CC=C(OC1(OC(C(=O)O)C(O)C(C1O)O))C=C2)","OC(O)=C1OC(OC2C=CC(I)=CC=2)C(O)C(O)C1O","InChI=1S/C12H13IO7/c13-5-1-3-6(4-2-5)19-12-9(16)7(14)8(15)10(20-12)11(17)18/h1-4,7-9,12,14-18H","KCMQNVJVKZYNCW-UHFFFAOYSA-N","?","22","potentiometric","a/apparent","?","acidic",3.28
"15042","O=C2(OC(C1(=CC=CC=C1))=CC(=C2)C(=O)O)","OC(=O)C1=CC(=O)OC(=C1)C1C=CC=CC=1","InChI=1S/C12H8O4/c13-11-7-9(12(14)15)6-10(16-11)8-4-2-1-3-5-8/h1-7H,(H,14,15)","VZLIUNQVZJMYMZ-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",3.3
"10781","S(=O)(=O)(N)C1(=C(SC=C1)C(=O)O)","NS(=O)(=O)C1C=CSC=1C(O)=O","InChI=1S/C5H5NO4S2/c6-12(9,10)3-1-2-11-4(3)5(7)8/h1-2H,(H,7,8)(H2,6,9,10)","NRAVSUNXRBRPRE-UHFFFAOYSA-N","?","25",,"a1/apparent","COOH","acidic",3.3
"17329","O=C(O)CC#C","C#CC=C(O)O","InChI=1S/C4H4O2/c1-2-3-4(5)6/h1,3,5-6H","NUCVRMPUDUJSID-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.31
"16130","O=[N+]([O-])C2(=NN(C1(=CC=CC=C1))C(=N2)NN=O)","[O-][N+](=O)C1N=C(NN=O)N(N=1)C1C=CC=CC=1","InChI=1S/C8H6N6O3/c15-12-10-7-9-8(14(16)17)11-13(7)6-4-2-1-3-5-6/h1-5H,(H,9,10,11,15)","FPNLHCZPGUFABL-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","N-H","acidic",3.33
"13510","O=C(O)COC1(=C(C=CC=C1C)C)","CC1=CC=CC(C)=C1OC=C(O)O","InChI=1S/C10H12O3/c1-7-4-3-5-8(2)10(7)13-6-9(11)12/h3-6,11-12H,1-2H3","BXHQICUAZOTDQX-UHFFFAOYSA-N","?","25","potentiometric","apparent","?","acidic",3.36
"13626","FC1(=C([N+](=O)[O-])C=C(C(=O)O)C=C1)","[O-][N+](=O)C1C=C(C=CC=1F)C(O)=O","InChI=1S/C7H4FNO4/c8-5-2-1-4(7(10)11)3-6(5)9(12)13/h1-3H,(H,10,11)","BOJWTAQWPVBIPG-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",3.37
"17632","O=C(O)C(OC)=C","COC(=C)C(O)=O","InChI=1S/C4H6O3/c1-3(7-2)4(5)6/h1H2,2H3,(H,5,6)","LQAQMOIBXDELJX-UHFFFAOYSA-N","?","25",,"a1/thermodynamic","-COOH","acidic",3.38
"12524","O=C1(NC(=O)C(C1=O)C2(=CC=CC=C2))","OC1=NC(=O)C(=O)C1C1C=CC=CC=1","InChI=1S/C10H7NO3/c12-8-7(9(13)11-10(8)14)6-4-2-1-3-5-6/h1-5,7H,(H,11,13,14)","ZIQMDGHNRLGXRQ-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",3.4
"13293","O=C(O)C2(C1(=NN=NN1CCCC2))","OC(O)=C1CCCCN2N=NN=C21","InChI=1S/C7H10N4O2/c12-7(13)5-3-1-2-4-11-6(5)8-9-10-11/h12-13H,1-4H2","OJPFYDFMWYFCNX-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",3.4
"10550","IC(C1(=CC=CC=C1))=CC(=O)O","OC(=O)C=C(I)C1C=CC=CC=1","InChI=1S/C9H7IO2/c10-8(6-9(11)12)7-4-2-1-3-5-7/h1-6H,(H,11,12)","HWVUIOWIVXHYHZ-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",3.4
"11488","S1(C(C(=O)O)=CC(=C1)OC)","COC1C=C(SC=1)C(O)=O","InChI=1S/C6H6O3S/c1-9-4-2-5(6(7)8)10-3-4/h2-3H,1H3,(H,7,8)","RZKNUGQFDJQRJO-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",3.41
"13488","O=C(O)C1(=C(C(=CC(=C1C)C)C)C)","CC1=C(C(O)=O)C(C)=C(C)C=C1C","InChI=1S/C11H14O2/c1-6-5-7(2)9(4)10(8(6)3)11(12)13/h5H,1-4H3,(H,12,13)","STIDRZRESMTQBD-UHFFFAOYSA-N","?","25","spectrophotometric","a/thermodynamic","?","acidic",3.43
"12374","O=[N+]([O-])C1(=CC(=C2(N=NN(C2(=C1))O))C)","CC1C=C(C=C2C=1N=NN2O)[N+]([O-])=O","InChI=1S/C7H6N4O3/c1-4-2-5(11(13)14)3-6-7(4)8-9-10(6)12/h2-3,12H,1H3","GPTZJLZEBUJTOQ-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","OH","acidic",3.43
"13654","O=C(O)C(C1(=CC=CC=C1))CC#N","N#CCC(C1C=CC=CC=1)=C(O)O","InChI=1S/C10H9NO2/c11-7-6-9(10(12)13)8-4-2-1-3-5-8/h1-5,12-13H,6H2","MWAVHQQBVIXSPE-UHFFFAOYSA-N","?","25","conductometric","a/apparent","?","acidic",3.44
"14946","N1(=NNC(=N1)C3(=CC=C(C2(=NN=NN2))C=C3))","C1=CC(=CC=C1C1NN=NN=1)C1NN=NN=1","InChI=1S/C8H6N8/c1-2-6(8-11-15-16-12-8)4-3-5(1)7-9-13-14-10-7/h1-4H,(H,9,10,13,14)(H,11,12,15,16)","TUSPQFBMQKZVAL-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","NH","acidic",3.44
"13434","N#CC2(=CC(C1(=NN=NN1))=CC=C2)","N#CC1=CC(=CC=C1)C1NN=NN=1","InChI=1S/C8H5N5/c9-5-6-2-1-3-7(4-6)8-10-12-13-11-8/h1-4H,(H,10,11,12,13)","RFUUHOIIHXKYOQ-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","NH","acidic",3.45
"12183","[Se](C1(=CC=C([N+](=O)[O-])C=C1))CC(=O)O","[O-][N+](=O)C1=CC=C(C=C1)[Se]C=C(O)O","InChI=1S/C8H7NO4Se/c10-8(11)5-14-7-3-1-6(2-4-7)9(12)13/h1-5,10-11H","JWZHBCUBVWDKAI-UHFFFAOYSA-N","?","22","mean from 2","a1/apparent","COOH","acidic",3.46
"16364","O=C(OC1(OC(C(=O)O)C(O)C(C1O)O))C2(=CC(OC)=C(OC)C=C2)","COC1C=CC(=CC=1OC)C(=O)OC1OC(C(O)C(O)C1O)=C(O)O","InChI=1S/C15H18O10/c1-22-7-4-3-6(5-8(7)23-2)14(21)25-15-11(18)9(16)10(17)12(24-15)13(19)20/h3-5,9-11,15-20H,1-2H3","VVGDIYBHXAEYRF-UHFFFAOYSA-N","?","22","potentiometric","a/apparent","?","acidic",3.47
"16766","S(C1(=NC(C(C)(C)C)=NN1C(=O)N(C)C))CC(=O)O","CN(C)C(=O)N1N=C(N=C1SC=C(O)O)C(C)(C)C","InChI=1S/C11H18N4O3S/c1-11(2,3)8-12-9(19-6-7(16)17)15(13-8)10(18)14(4)5/h6,16-17H,1-5H3","JYWBMEWCDBYXOH-UHFFFAOYSA-N","?","25",,"a1/apparent","?","acidic",3.49
"15256","O=C2(OC3(C4(C1(C(C(=O)OC(C1)C(=O)O)CCC4(C2(O)CC3)(C))(C))))","CC12CC(OC(O)=C1CCC1(C)C2C2CCC1(O)C(=O)O2)=C(O)O","InChI=1S/C17H22O7/c1-15-7-10(12(18)19)23-13(20)8(15)3-5-16(2)11(15)9-4-6-17(16,22)14(21)24-9/h9,11,18-20,22H,3-7H2,1-2H3","FHRMBFNNCMPAES-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","acidic",3.5
"12235","O=C1(NC(C(=O)O)C(C1)C(=O)OCC)","CCOC(=O)C1C=C(O)N=C1C(O)O","InChI=1S/C8H11NO5/c1-2-14-8(13)4-3-5(10)9-6(4)7(11)12/h3-4,7,10-12H,2H2,1H3","YPPDFNBASVGSGB-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","acidic",3.5
"13523","O=C(O)C1(=C(OCC)C=CC=C1C)","CC1=CC=CC(OCC)=C1C(O)=O","InChI=1S/C10H12O3/c1-3-13-8-6-4-5-7(2)9(8)10(11)12/h4-6H,3H2,1-2H3,(H,11,12)","XBXXGQXDDJKDSV-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",3.51
"10536","S(C1(=CC(=CC=C1)C))CC(=O)O","CC1C=C(C=CC=1)SC=C(O)O","InChI=1S/C9H10O2S/c1-7-3-2-4-8(5-7)12-6-9(10)11/h2-6,10-11H,1H3","PKGRFYGXXFBXBQ-UHFFFAOYSA-N","?","24","mean from 3","a1/apparent","COOH","acidic",3.52
"17734","O=C(O)C(C[NH3+])C","CC(CN)=C(O)O","InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h6-7H,2,5H2,1H3","VLTINPRVNHVFLH-UHFFFAOYSA-N","?","30","potentiometric","a1/apparent","COOH","acidic",3.53
"10590","O=C(O)C(O)(C1(=CC=CC=C1))C","CC(O)(C1C=CC=CC=1)C(O)=O","InChI=1S/C9H10O3/c1-9(12,8(10)11)7-5-3-2-4-6-7/h2-6,12H,1H3,(H,10,11)","NWCHELUCVWSRRS-UHFFFAOYSA-N","?","18","potentiometric","thermodynamic","?","acidic",3.53
"15794","O2(C([N+]1(=C(O)N=C(N)C(=C1)CO))CC(C2CO)O)","NC1=NC(O)=[N+](C=C1CO)C1CC(O)C(CO)O1","InChI=1S/C10H15N3O5/c11-9-5(3-14)2-13(10(17)12-9)8-1-6(16)7(4-15)18-8/h2,6-8,14-16H,1,3-4H2,(H2,11,12,17)/p+1","HMUOMFLFUUHUPE-UHFFFAOYSA-O","?",,"spectrophotometric","a/apparent","?","acidic",3.55
"13430","N#CC2(=C(C1(=NN=NN1))C=CC=C2)","N#CC1C=CC=CC=1C1NN=NN=1","InChI=1S/C8H5N5/c9-5-6-3-1-2-4-7(6)8-10-12-13-11-8/h1-4H,(H,10,11,12,13)","QTKIBGXBCMECSJ-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","NH","acidic",3.55
"15195","O=C(O)CC[NH2+]CCCCCCCCCC","CCCCCCCCCCNCC=C(O)O","InChI=1S/C13H27NO2/c1-2-3-4-5-6-7-8-9-11-14-12-10-13(15)16/h10,14-16H,2-9,11-12H2,1H3","YZZAXVGCLPVECA-UHFFFAOYSA-N","?","30","potentiometric","a1/apparent","?","acidic",3.57
"11910","O=C(O)CC[NH2+]CCCC","CCCCNCC=C(O)O","InChI=1S/C7H15NO2/c1-2-3-5-8-6-4-7(9)10/h4,8-10H,2-3,5-6H2,1H3","WTUDECLQZWIBMK-UHFFFAOYSA-N","?","30","potentiometric","a1/apparent","?","acidic",3.57
"16708","S2(C1(=C(C=CC(=C1)C(=O)O)C(=C2CN3(C=[NH+]C=C3))C))","CC1=C(CN2C=NC=C2)SC2=CC(=CC=C21)C(O)=O","InChI=1S/C14H12N2O2S/c1-9-11-3-2-10(14(17)18)6-12(11)19-13(9)7-16-5-4-15-8-16/h2-6,8H,7H2,1H3,(H,17,18)","BCWNQOJBNHQVGC-UHFFFAOYSA-N","?","25",,"a1/apparent","COOH","acidic",3.59
"14489","O=C(O)C1(=CC=C(C[NH3+])C=C1)","NCC1=CC=C(C=C1)C(O)=O","InChI=1S/C8H9NO2/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4H,5,9H2,(H,10,11)","QCTBMLYLENLHLA-UHFFFAOYSA-N","?","20","potentiometric","1/thermodynamic","?","acidic",3.59
"11848","N#CC(C#N)C(C#N)C#N","N#CC(C#N)C(C#N)C#N","InChI=1S/C6H2N4/c7-1-5(2-8)6(3-9)4-10/h5-6H","JKQXQUCZTZGYOR-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",3.6
"17748","O=C(O)CC(=O)N","NC(=O)C=C(O)O","InChI=1S/C3H5NO3/c4-2(5)1-3(6)7/h1,6-7H,(H2,4,5)","SXLXEBNCICKCNO-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","COOH","acidic",3.61
"13622","S(=O)(=O)(N)C1(=CC(C(=O)O)=CC=C1)","NS(=O)(=O)C1=CC(=CC=C1)C(O)=O","InChI=1S/C7H7NO4S/c8-13(11,12)6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)(H2,8,11,12)","NAETXYOXMDYNLE-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","COOH","acidic",3.61
"12340","O=C(O)C2(OC1(=C(C=CC=C1)CCC2))","OC(O)=C1CCCC2C=CC=CC=2O1","InChI=1S/C11H12O3/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)14-10/h1-2,4,6,12-13H,3,5,7H2","LVDWZKHTSKRLOZ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",3.63
"15660","O=C(O)C2(=C(C(=O)C1(=CC=C(C)C=C1))C=CC=C2)","CC1=CC=C(C=C1)C(=O)C1C=CC=CC=1C(O)=O","InChI=1S/C15H12O3/c1-10-6-8-11(9-7-10)14(16)12-4-2-3-5-13(12)15(17)18/h2-9H,1H3,(H,17,18)","ICQOWIXIHDDXDI-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",3.64
"15854","O=C(O)C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C3(O)(CCCC3)","OC(O)=C(C1C=CC(=CC=1)C1C=CC=CC=1)C1(O)CCCC1","InChI=1S/C19H20O3/c20-18(21)17(19(22)12-4-5-13-19)16-10-8-15(9-11-16)14-6-2-1-3-7-14/h1-3,6-11,20-22H,4-5,12-13H2","POGWTGBTFHZYDB-UHFFFAOYSA-N","?","25",,"a1/thermodynamic","?","acidic",3.65
"12791","S1(C(C(=O)O)=CC(=C1)C)","CC1C=C(SC=1)C(O)=O","InChI=1S/C6H6O2S/c1-4-2-5(6(7)8)9-3-4/h2-3H,1H3,(H,7,8)","YCIVJGQMXZZPAB-UHFFFAOYSA-N","?","25","mean from 2","a/apparent","?","acidic",3.66
